time,.data
2022/11/28/22:55:17.768942,"(-82, -4, -3, -11, 2, -8, -25, -12)"
2022/11/28/22:55:17.784073,"(51, 3, -2, -12, -9, -1, 5, 7)"
2022/11/28/22:55:17.784086,"(-27, 2, 6, 15, 12, -2, 4, -6)"
2022/11/28/22:55:17.789722,"(36, 2, -13, -4, -1, 1, -3, -5)"
2022/11/28/22:55:17.789754,"(-3, -10, 14, 2, 1, 0, 5, -3)"
2022/11/28/22:55:17.805782,"(-4, 0, -10, -9, -5, 1, 14, 3)"
2022/11/28/22:55:17.805798,"(29, 1, 4, 11, 5, -7, -15, -12)"
2022/11/28/22:55:17.807678,"(-53, -6, -5, -7, -2, 3, 2, 3)"
2022/11/28/22:55:17.807690,"(36, -2, -11, -2, 0, 3, -4, -1)"
2022/11/28/22:55:17.819707,"(20, 1, 5, -4, -1, 0, -9, -4)"
2022/11/28/22:55:17.819741,"(44, 5, -8, -2, 6, -7, 2, -2)"
2022/11/28/22:55:17.828789,"(-37, -3, -2, -8, -2, 11, -8, -38)"
2022/11/28/22:55:17.828801,"(-54, -9, 15, 14, 0, 5, 22, 18)"
2022/11/28/22:55:17.842756,"(-6, -6, -18, -1, -2, -5, 12, -7)"
2022/11/28/22:55:17.843178,"(0, 5, 10, -5, 4, -1, 0, 0)"
2022/11/28/22:55:17.849463,"(33, -2, 12, 9, 0, 0, -2, 9)"
2022/11/28/22:55:17.849474,"(2, 3, -19, -24, -3, -1, -11, 0)"
2022/11/28/22:55:17.866245,"(-20, -23, -2, 8, 2, -1, -2, 2)"
2022/11/28/22:55:17.866267,"(3, 33, 14, 6, -1, 0, 3, 12)"
2022/11/28/22:55:17.868973,"(21, -5, 2, -10, 1, -1, 2, 2)"
2022/11/28/22:55:17.868997,"(4, -2, -7, -2, -1, -3, -4, -8)"
2022/11/28/22:55:17.879516,"(-6, -3, -5, -8, -3, -5, -13, 5)"
2022/11/28/22:55:17.879550,"(3, -7, -7, 1, -14, 0, 3, -2)"
2022/11/28/22:55:17.889349,"(-13, 3, -3, -2, 0, -2, 6, -1)"
2022/11/28/22:55:17.889374,"(-16, -3, 8, 10, 5, 0, -16, -7)"
2022/11/28/22:55:17.903189,"(1, 6, -14, -16, -3, 1, 10, 3)"
2022/11/28/22:55:17.903219,"(5, -3, 13, 4, -5, -4, -9, -7)"
2022/11/28/22:55:17.909502,"(-21, 2, 0, -2, -5, -1, 12, 31)"
2022/11/28/22:55:17.909514,"(-46, -16, -11, -11, -4, -7, -1, -3)"
2022/11/28/22:55:17.925939,"(39, 29, 16, 16, 5, 6, 2, 2)"
2022/11/28/22:55:17.926051,"(8, -2, -6, -4, 7, -3, -12, -3)"
2022/11/28/22:55:17.928216,"(-4, -5, 0, 4, -3, -8, -25, -2)"
2022/11/28/22:55:17.928236,"(6, 3, -1, -4, 1, 4, 12, 3)"
2022/11/28/22:55:17.939564,"(-6, 0, 5, 2, 0, -1, -4, 1)"
2022/11/28/22:55:17.939575,"(-5, -4, -7, 0, 1, 0, 9, 4)"
2022/11/28/22:55:17.949393,"(8, -1, 0, 1, 0, 2, -10, -7)"
2022/11/28/22:55:17.949406,"(21, 3, -5, -5, -5, -5, -4, 5)"
2022/11/28/22:55:17.962893,"(10, 2, 0, 0, -3, -1, 1, 0)"
2022/11/28/22:55:17.962907,"(-18, -9, -2, 0, 1, 0, -6, -11)"
2022/11/28/22:55:17.969636,"(-23, -6, 2, -13, -3, -4, -2, 3)"
2022/11/28/22:55:17.969652,"(33, 16, 9, 13, -2, -1, 3, -4)"
2022/11/28/22:55:17.986235,"(-5, -2, 2, -7, 0, 0, -2, -4)"
2022/11/28/22:55:17.986253,"(-10, -7, -10, -9, -1, 0, 5, 5)"
2022/11/28/22:55:17.988801,"(-7, 0, -5, 9, 1, -3, -1, -3)"
2022/11/28/22:55:17.988942,"(-12, -12, -6, -10, -6, -2, -3, -6)"
2022/11/28/22:55:18.008545,"(-2, 0, 3, -8, -6, -2, -3, 2)"
2022/11/28/22:55:18.008567,"(-4, -4, 3, 20, 9, 1, 1, 0)"
2022/11/28/22:55:18.010688,"(-11, 0, -3, -15, 2, 3, 3, 2)"
2022/11/28/22:55:18.010746,"(30, -2, -9, 9, -2, -2, -5, -1)"
2022/11/28/22:55:18.023324,"(-29, 1, 5, -3, -1, -3, -12, -10)"
2022/11/28/22:55:18.023426,"(14, 0, -6, -7, -6, -1, 3, 4)"
2022/11/28/22:55:18.029673,"(14, -12, 3, 7, -2, -1, -2, -3)"
2022/11/28/22:55:18.029689,"(41, 10, -4, 1, 3, -4, 1, 2)"
2022/11/28/22:55:18.046096,"(-52, -4, -5, -9, -2, -1, 1, -2)"
2022/11/28/22:55:18.046118,"(7, 2, 8, 10, 0, -1, 0, 0)"
2022/11/28/22:55:18.048274,"(-3, 0, -10, -7, 0, 0, -4, -6)"
2022/11/28/22:55:18.048285,"(3, -5, -4, -7, -2, -1, 2, 1)"
2022/11/28/22:55:18.068757,"(24, 0, 3, 7, -1, 0, 1, -1)"
2022/11/28/22:55:18.068772,"(-47, -11, -10, -13, -6, 1, -1, 1)"
2022/11/28/22:55:18.070252,"(6, 8, 8, 6, 0, -1, -1, -4)"
2022/11/28/22:55:18.070262,"(-21, -7, -1, -6, 0, -1, -1, -1)"
2022/11/28/22:55:18.083470,"(-5, -10, 0, 3, -1, 0, 3, 2)"
2022/11/28/22:55:18.083536,"(15, 0, -4, 5, -1, 0, 2, -2)"
2022/11/28/22:55:18.096985,"(0, 4, 4, -1, -2, -1, 2, 2)"
2022/11/28/22:55:18.097008,"(-16, 2, 6, -2, 1, -1, -1, 2)"
2022/11/28/22:55:18.106271,"(-16, -4, -9, -5, -2, -1, -9, -9)"
2022/11/28/22:55:18.106321,"(30, -1, -2, -1, -2, -3, -4, 16)"
2022/11/28/22:55:18.109097,"(-24, -6, -9, -9, -4, -2, -3, -23)"
2022/11/28/22:55:18.109122,"(12, -1, 0, 4, -1, -1, -3, -3)"
2022/11/28/22:55:18.128425,"(-9, 2, 15, 12, -3, 2, 13, 10)"
2022/11/28/22:55:18.128449,"(10, -5, -15, -6, 1, -4, -14, 0)"
2022/11/28/22:55:18.130260,"(-2, 7, 11, 7, 5, 1, -1, 1)"
2022/11/28/22:55:18.130277,"(-24, -3, 13, -6, 5, 4, 12, 1)"
2022/11/28/22:55:18.142977,"(15, 1, -24, 2, 2, -1, 5, 30)"
2022/11/28/22:55:18.143143,"(-9, -7, 22, -2, -1, 0, 4, -39)"
2022/11/28/22:55:18.149372,"(22, 12, -3, 2, -2, -4, -7, 12)"
2022/11/28/22:55:18.149391,"(-13, 2, 2, 2, -2, -1, -4, -9)"
2022/11/28/22:55:18.166220,"(-3, -18, -5, -4, -2, -2, 0, 24)"
2022/11/28/22:55:18.166258,"(10, 16, -6, -5, -2, -2, -6, -44)"
2022/11/28/22:55:18.168269,"(-51, -11, -18, -4, -1, 1, 5, 11)"
2022/11/28/22:55:18.168289,"(-28, 18, 26, 5, -1, -1, -6, -67)"
2022/11/28/22:55:18.189012,"(21, -3, -4, -4, -1, 0, 4, 42)"
2022/11/28/22:55:18.189035,"(0, -6, 3, -14, -2, 2, 8, 7)"
2022/11/28/22:55:18.191169,"(18, -4, 0, 32, 1, -1, -4, 16)"
2022/11/28/22:55:18.191200,"(7, 1, 9, -5, -1, -2, -1, -2)"
2022/11/28/22:55:18.201933,"(-6, -15, -22, -7, -2, -2, -8, -30)"
2022/11/28/22:55:18.201963,"(-2, 1, -7, -7, -1, 1, -1, 31)"
2022/11/28/22:55:18.211805,"(-7, 25, 26, 5, -2, 2, 1, -10)"
2022/11/28/22:55:18.211836,"(45, -5, -5, 7, 3, 0, 2, 27)"
2022/11/28/22:55:18.226035,"(-65, 9, 23, 1, 1, 0, -6, -39)"
2022/11/28/22:55:18.226057,"(16, -18, -21, -3, -1, -3, 0, 20)"
2022/11/28/22:55:18.227807,"(-13, -23, -12, -9, 2, 0, 4, -1)"
2022/11/28/22:55:18.227825,"(-19, -6, -7, -8, -7, -3, -4, 0)"
2022/11/28/22:55:18.248619,"(13, 4, -7, -4, -2, -2, -2, -25)"
2022/11/28/22:55:18.248834,"(3, 3, 10, 21, -4, 0, 4, 15)"
2022/11/28/22:55:18.250599,"(5, -3, -2, -12, 0, -5, -6, 0)"
2022/11/28/22:55:18.250614,"(1, -2, -14, -3, -2, 1, -2, 2)"
2022/11/28/22:55:18.262096,"(-1, 7, 13, 3, 1, -2, -8, -10)"
2022/11/28/22:55:18.262108,"(-10, 2, 1, -5, -3, 1, 3, -1)"
2022/11/28/22:55:18.271547,"(18, 6, -13, 0, -1, -2, 1, -1)"
2022/11/28/22:55:18.271555,"(-1, -14, 2, -1, -2, 0, 1, 17)"
2022/11/28/22:55:18.286860,"(3, -7, -5, -8, 0, -1, -3, -2)"
2022/11/28/22:55:18.286905,"(-3, 14, 6, 15, 1, -1, -2, -3)"
2022/11/28/22:55:18.288514,"(5, -20, -8, -11, -3, 0, 0, -3)"
2022/11/28/22:55:18.288523,"(-1, 29, 1, -9, 0, -2, -1, 12)"
2022/11/28/22:55:18.308985,"(-15, -9, -6, 5, -11, -1, -2, -17)"
2022/11/28/22:55:18.309007,"(-1, 1, 4, 1, 2, -1, -2, -3)"
2022/11/28/22:55:18.310666,"(13, 0, -3, -17, -3, 1, 2, 5)"
2022/11/28/22:55:18.310692,"(-5, -11, 1, 33, 5, -2, 0, 2)"
2022/11/28/22:55:18.322010,"(12, 8, 7, -6, -4, -4, 7, 5)"
2022/11/28/22:55:18.322022,"(-4, -4, -7, 6, 4, 0, -8, -1)"
2022/11/28/22:55:18.331573,"(-5, -1, -5, -5, -1, 2, 4, -3)"
2022/11/28/22:55:18.331597,"(-1, -6, -6, -12, -5, -2, -10, -1)"
2022/11/28/22:55:18.346483,"(3, 9, 11, 8, 2, 0, -1, 9)"
2022/11/28/22:55:18.346522,"(4, -2, 0, -6, -3, -4, 24, 3)"
2022/11/28/22:55:18.348414,"(-2, -3, 1, 0, 2, 1, -2, -2)"
2022/11/28/22:55:18.348433,"(-4, -7, -6, -2, 0, -1, -1, 0)"
2022/11/28/22:55:18.368548,"(8, 0, -8, -3, 3, 6, 5, 1)"
2022/11/28/22:55:18.368569,"(-9, -2, 3, -6, -8, -3, -7, -3)"
2022/11/28/22:55:18.370512,"(4, 5, 9, 0, -3, -6, -6, -8)"
2022/11/28/22:55:18.370540,"(3, -5, -8, 8, 5, 5, 11, 13)"
2022/11/28/22:55:18.382432,"(-3, -1, 1, 0, 8, -5, -10, -9)"
2022/11/28/22:55:18.382469,"(4, -1, -5, -16, 4, 0, -1, -1)"
2022/11/28/22:55:18.391355,"(3, 3, 8, 27, 3, 0, 1, 1)"
2022/11/28/22:55:18.391369,"(-19, -7, -2, -4, -1, 0, 3, 2)"
2022/11/28/22:55:18.406336,"(49, 4, -4, -3, 2, -2, -3, 26)"
2022/11/28/22:55:18.407915,"(-39, -4, 6, -5, -2, -5, -5, -48)"
2022/11/28/22:55:18.408718,"(5, 0, -4, -4, -1, 0, -6, -5)"
2022/11/28/22:55:18.408742,"(-5, -1, -1, -5, -1, 0, 6, 8)"
2022/11/28/22:55:18.428522,"(7, 5, 8, 11, 5, -2, -5, -10)"
2022/11/28/22:55:18.428537,"(15, -2, -3, -5, -1, 2, 3, 22)"
2022/11/28/22:55:18.430533,"(-9, -5, -5, -5, -6, 0, -2, 0)"
2022/11/28/22:55:18.430557,"(0, -5, -8, -1, -2, -4, 14, 10)"
2022/11/28/22:55:18.442144,"(2, 4, 1, -7, -7, 1, -7, -11)"
2022/11/28/22:55:18.442170,"(8, 0, 1, 9, 0, -1, 0, 2)"
2022/11/28/22:55:18.452166,"(-19, -2, 1, -5, 0, 0, -4, -10)"
2022/11/28/22:55:18.452186,"(4, 2, -4, -19, -8, -1, -1, 2)"
2022/11/28/22:55:18.466137,"(-3, -2, 0, 16, 2, 1, 8, 4)"
2022/11/28/22:55:18.466281,"(-2, -5, -3, -5, 1, 0, -1, 7)"
2022/11/28/22:55:18.468804,"(-5, -4, -5, -2, 0, 7, 14, 0)"
2022/11/28/22:55:18.468817,"(-7, -2, 2, -1, -7, -19, -27, -17)"
2022/11/28/22:55:18.488842,"(-9, -1, -9, -10, -4, -2, -6, -14)"
2022/11/28/22:55:18.488884,"(-1, 0, 7, 16, 4, 2, 0, 8)"
2022/11/28/22:55:18.490595,"(6, -2, -8, -10, -1, 0, 9, 2)"
2022/11/28/22:55:18.490639,"(-7, -7, -5, 8, -6, 2, -2, 8)"
2022/11/28/22:55:18.502474,"(-8, 6, 1, -11, -1, 0, -1, -13)"
2022/11/28/22:55:18.502497,"(9, 1, 2, 0, -1, -4, -6, 6)"
2022/11/28/22:55:18.511557,"(4, 0, 1, -5, -3, -6, -10, 0)"
2022/11/28/22:55:18.511573,"(-24, 2, 0, 2, -1, -1, -5, -29)"
2022/11/28/22:55:18.526272,"(1, -11, -3, -1, -4, -9, -8, 46)"
2022/11/28/22:55:18.526300,"(-6, -5, -10, -7, -6, 0, -1, -4)"
2022/11/28/22:55:18.528122,"(22, 9, 6, 5, 1, 1, -1, 3)"
2022/11/28/22:55:18.528138,"(-2, 1, -3, 0, 1, 1, -2, -23)"
2022/11/28/22:55:18.548692,"(-4, 11, -3, 1, -2, 3, 7, -4)"
2022/11/28/22:55:18.548719,"(-13, -8, 4, -4, 1, -1, 0, 1)"
2022/11/28/22:55:18.550816,"(9, -20, -8, -1, -1, -3, -3, 2)"
2022/11/28/22:55:18.550843,"(3, 29, -16, -1, -2, -2, -1, 7)"
2022/11/28/22:55:18.562213,"(12, -33, 31, 9, 3, 4, 5, 4)"
2022/11/28/22:55:18.562234,"(3, 26, 9, 3, 0, -1, -11, -10)"
2022/11/28/22:55:18.571640,"(5, 3, 1, 3, 1, -3, -9, -10)"
2022/11/28/22:55:18.571665,"(12, -1, -5, -6, 1, 5, 7, 11)"
2022/11/28/22:55:18.586041,"(-28, -1, -17, -13, -5, -3, 2, -14)"
2022/11/28/22:55:18.586279,"(-1, -11, -6, 2, 0, -1, -3, 0)"
2022/11/28/22:55:18.588244,"(-7, -4, 7, 9, 1, -1, 5, -1)"
2022/11/28/22:55:18.588268,"(17, 3, 5, -2, 1, 1, -11, -6)"
2022/11/28/22:55:18.608309,"(17, 2, -9, -3, -1, 0, 2, 7)"
2022/11/28/22:55:18.608327,"(1, -10, -11, -9, -2, -1, -5, -9)"
2022/11/28/22:55:18.610031,"(-23, 16, 0, 2, -6, -5, -7, -8)"
2022/11/28/22:55:18.610037,"(20, -19, 4, 10, 1, 2, 12, 15)"
2022/11/28/22:55:18.622277,"(-7, 11, 13, 1, 2, -2, -12, -20)"
2022/11/28/22:55:18.622300,"(7, 4, -4, -5, -5, 0, 1, -5)"
2022/11/28/22:55:18.631720,"(-4, -5, -11, -1, 4, -2, -2, 6)"
2022/11/28/22:55:18.631733,"(12, 1, 4, -8, -4, -2, -7, -4)"
2022/11/28/22:55:18.653815,"(3, -4, -7, -1, -3, 0, 0, 4)"
2022/11/28/22:55:18.653858,"(-13, -20, -11, 2, -1, -1, 0, 3)"
2022/11/28/22:55:18.655615,"(17, 24, 10, -8, -5, -2, 0, -6)"
2022/11/28/22:55:18.655643,"(-19, 1, 0, 8, -2, -2, 1, -1)"
2022/11/28/22:55:18.668520,"(9, -3, -2, 6, -1, 0, -5, 7)"
2022/11/28/22:55:18.668544,"(-3, 1, 7, 0, 0, -1, 4, 4)"
2022/11/28/22:55:18.670466,"(-4, -11, -8, -6, -2, -1, 2, 3)"
2022/11/28/22:55:18.670482,"(-9, 4, -1, -2, -2, -2, 4, 9)"
2022/11/28/22:55:18.682124,"(-11, -18, -8, -16, -4, -2, 7, -4)"
2022/11/28/22:55:18.682141,"(0, 20, 7, 10, 0, 2, 11, 13)"
2022/11/28/22:55:18.691418,"(13, -8, 0, -4, 0, -2, -4, 6)"
2022/11/28/22:55:18.691434,"(-14, 0, -4, -5, -1, -1, -4, -1)"
2022/11/28/22:55:18.706146,"(-1, 6, 0, -3, 0, -2, 1, -19)"
2022/11/28/22:55:18.706183,"(27, -19, -11, -1, -1, -3, -3, -5)"
2022/11/28/22:55:18.707950,"(-53, -1, 1, -7, 4, 1, 7, 11)"
2022/11/28/22:55:18.707963,"(17, 2, -12, 0, 0, 3, -6, 3)"
2022/11/28/22:55:18.728770,"(-14, -15, 10, 3, -3, -1, -4, -5)"
2022/11/28/22:55:18.728790,"(-10, 23, 6, 2, 3, -1, -2, 1)"
2022/11/28/22:55:18.730350,"(8, -8, -5, 0, -1, -2, -7, -12)"
2022/11/28/22:55:18.730379,"(2, 3, 1, -15, -7, -3, -6, -9)"
2022/11/28/22:55:18.742016,"(4, 4, -7, 17, 4, -1, 5, 18)"
2022/11/28/22:55:18.742040,"(10, 6, 4, -13, -1, -1, -20, -14)"
2022/11/28/22:55:18.751686,"(4, -1, 2, 7, -1, 0, 2, 3)"
2022/11/28/22:55:18.751713,"(-3, -10, 1, -10, -1, -1, 3, 2)"
2022/11/28/22:55:18.766393,"(-6, 5, -4, -3, -7, 0, 8, 10)"
2022/11/28/22:55:18.767811,"(-6, -1, -3, 3, -3, 0, 2, -4)"
2022/11/28/22:55:18.769006,"(11, -1, 0, 0, -3, 0, 0, -1)"
2022/11/28/22:55:18.769033,"(-13, -12, 7, -4, 2, -1, -1, -2)"
2022/11/28/22:55:18.788708,"(8, 9, -18, -4, 1, -1, -10, -1)"
2022/11/28/22:55:18.788747,"(-4, -18, 10, 0, 4, -3, 3, 5)"
2022/11/28/22:55:18.790432,"(4, 0, -2, 8, -1, 0, -4, -3)"
2022/11/28/22:55:18.790452,"(4, 14, 7, 6, 1, -1, -5, -8)"
2022/11/28/22:55:18.802178,"(-1, -10, -4, -5, -4, -1, -3, -4)"
2022/11/28/22:55:18.802205,"(-5, 2, -9, -2, -2, 0, 2, 0)"
2022/11/28/22:55:18.811568,"(-6, -4, 2, -4, -3, -2, -4, 4)"
2022/11/28/22:55:18.811597,"(10, -9, -2, 6, 1, -1, -5, -20)"
2022/11/28/22:55:18.826113,"(1, 8, -5, -12, 2, -1, 0, -3)"
2022/11/28/22:55:18.826125,"(12, -10, -4, 6, -5, -1, -6, -7)"
2022/11/28/22:55:18.827894,"(-14, 30, 3, -5, -2, -1, 5, -1)"
2022/11/28/22:55:18.827908,"(-10, -58, -7, 7, -2, 0, 1, 7)"
2022/11/28/22:55:18.848609,"(0, 17, 11, 0, 1, 0, 1, -2)"
2022/11/28/22:55:18.848639,"(-2, -16, -14, -16, -3, -1, 2, 4)"
2022/11/28/22:55:18.850727,"(-4, 18, 5, 11, -2, 1, 7, 1)"
2022/11/28/22:55:18.850742,"(9, 10, -4, -3, 1, -1, -1, 5)"
2022/11/28/22:55:18.861924,"(-12, 1, 6, 0, -3, -2, -2, -9)"
2022/11/28/22:55:18.861936,"(0, -2, -6, 2, -1, 2, 10, 10)"
2022/11/28/22:55:18.879033,"(-3, -11, 3, -3, -1, -1, 2, -3)"
2022/11/28/22:55:18.879057,"(-46, -3, -7, -8, -6, -5, -9, -28)"
2022/11/28/22:55:18.885870,"(16, -16, 1, 3, 0, -1, -2, 4)"
2022/11/28/22:55:18.885891,"(4, 11, 1, 0, 1, -1, 2, 5)"
2022/11/28/22:55:18.887613,"(11, -8, -2, 0, -2, -1, 1, 16)"
2022/11/28/22:55:18.887624,"(2, 5, 4, -1, -2, 1, 5, -9)"
2022/11/28/22:55:18.909323,"(-1, 3, 4, 1, -2, -3, -8, 1)"
2022/11/28/22:55:18.910258,"(-1, -2, 0, 2, -2, -2, 3, 9)"
2022/11/28/22:55:18.911041,"(3, -7, -4, -2, 0, 2, -1, -12)"
2022/11/28/22:55:18.911055,"(-5, 8, 4, 2, 0, -1, -1, 22)"
2022/11/28/22:55:18.931263,"(38, 13, 0, 1, -1, 0, -6, 15)"
