time,.data
2022/11/28/23:10:20.609484,"(-3, -5, -2, -7, -10, -4, -2, -1)"
2022/11/28/23:10:20.609512,"(-1, -6, -7, -8, -2, 0, -2, -2)"
2022/11/28/23:10:20.617315,"(-2, -1, 0, 2, -1, -3, -1, 0)"
2022/11/28/23:10:20.617405,"(-2, 1, -2, -6, -8, -1, -1, -1)"
2022/11/28/23:10:20.631851,"(-1, -3, -2, 4, 2, 0, -1, 0)"
2022/11/28/23:10:20.631888,"(1, 3, -1, -3, -3, 1, 1, 1)"
2022/11/28/23:10:20.640162,"(-5, -3, 1, -1, -3, -3, -3, -3)"
2022/11/28/23:10:20.641267,"(-2, -2, 3, -7, -3, -1, -2, 0)"
2022/11/28/23:10:20.646531,"(1, 1, -4, 10, 3, -2, -1, -1)"
2022/11/28/23:10:20.646541,"(-5, 4, 4, 7, 1, -1, -1, -3)"
2022/11/28/23:10:20.654146,"(1, -6, -6, -10, 4, 2, 0, -1)"
2022/11/28/23:10:20.654166,"(-1, 2, 7, 14, 10, 2, 1, 0)"
2022/11/28/23:10:20.669271,"(3, 0, -6, -5, -7, -2, 1, 2)"
2022/11/28/23:10:20.669303,"(6, 7, 3, -2, -15, -6, -1, 3)"
2022/11/28/23:10:20.678617,"(0, 0, -4, -1, 14, 2, 0, -2)"
2022/11/28/23:10:20.678638,"(-6, -3, -1, -8, 0, -3, -4, -4)"
2022/11/28/23:10:20.691654,"(-1, -3, 0, -4, -6, -2, 0, -1)"
2022/11/28/23:10:20.691677,"(0, -3, -4, 5, 6, 4, 1, -1)"
2022/11/28/23:10:20.700182,"(0, 0, -4, -17, -3, -1, -1, -1)"
2022/11/28/23:10:20.700208,"(1, -2, -1, 23, -3, 0, 0, 0)"
2022/11/28/23:10:20.715688,"(-4, -2, -4, -6, -5, 0, -2, -3)"
2022/11/28/23:10:20.715730,"(-4, -3, 0, -11, -4, -6, -3, -4)"
2022/11/28/23:10:20.716570,"(-2, -1, 1, 4, -2, 1, -1, -1)"
2022/11/28/23:10:20.716597,"(-2, 1, 1, -1, -2, -7, -1, -1)"
2022/11/28/23:10:20.729394,"(-3, -2, -3, 2, 0, 0, 1, -1)"
2022/11/28/23:10:20.729428,"(3, -3, -6, -5, 0, 2, 3, 2)"
2022/11/28/23:10:20.738647,"(-2, -2, -2, 0, 3, 2, 0, 0)"
2022/11/28/23:10:20.738669,"(-3, 0, -3, -7, -4, -1, -1, 1)"
2022/11/28/23:10:20.752455,"(-2, -1, 0, 1, 4, -2, -1, -2)"
2022/11/28/23:10:20.752493,"(-1, 2, -2, 2, 2, -3, -2, -2)"
2022/11/28/23:10:20.759876,"(-7, -3, 0, 3, -2, -2, -3, -4)"
2022/11/28/23:10:20.759922,"(4, 2, 0, 1, 1, 2, 1, 2)"
2022/11/28/23:10:20.776382,"(0, 1, 0, -10, -4, -1, -1, -1)"
2022/11/28/23:10:20.776528,"(-4, -7, -3, -3, -2, -2, -3, -2)"
2022/11/28/23:10:20.777310,"(-2, -3, 0, 2, -6, -4, -1, -2)"
2022/11/28/23:10:20.777399,"(-2, -3, -3, -5, -12, -1, 1, -2)"
2022/11/28/23:10:20.789031,"(1, 1, 1, -3, 12, 0, -1, -1)"
2022/11/28/23:10:20.789047,"(2, -1, -2, -3, -4, 1, 1, -1)"
2022/11/28/23:10:20.796862,"(0, -1, -2, 2, 1, -1, -3, 0)"
2022/11/28/23:10:20.796878,"(-5, -3, -3, -5, 4, 0, -2, -2)"
2022/11/28/23:10:20.811952,"(2, 0, -3, 0, -7, -3, -3, 1)"
2022/11/28/23:10:20.811978,"(-1, -2, -1, 3, 4, -1, -1, -1)"
2022/11/28/23:10:20.820143,"(-1, 3, 6, 4, 2, -3, 0, -2)"
2022/11/28/23:10:20.820466,"(2, 0, -1, -6, -1, 1, 1, 0)"
2022/11/28/23:10:20.835188,"(-4, -5, -1, 2, -6, -4, -1, -3)"
2022/11/28/23:10:20.835212,"(0, -4, -7, -4, -1, 2, -1, 0)"
2022/11/28/23:10:20.835921,"(-1, 6, 3, 2, -2, -2, -2, -1)"
2022/11/28/23:10:20.835949,"(-3, 1, -1, -11, -6, -6, -4, -2)"
2022/11/28/23:10:20.858264,"(0, 0, 1, 3, 4, 2, -1, 1)"
2022/11/28/23:10:20.858284,"(1, -4, -1, -1, 1, 0, 0, 1)"
2022/11/28/23:10:20.859461,"(-2, -5, -7, -20, -1, -1, 1, -2)"
2022/11/28/23:10:20.859612,"(0, 2, 5, 17, -4, -1, 0, -1)"
2022/11/28/23:10:20.871816,"(0, 2, 2, 12, 9, 0, -3, 0)"
2022/11/28/23:10:20.871843,"(-1, 1, 4, 15, 2, 0, 0, -1)"
2022/11/28/23:10:20.879897,"(-1, -8, -8, 0, -6, -2, -2, -2)"
2022/11/28/23:10:20.879920,"(2, -1, -9, -28, -3, 2, 0, 0)"
2022/11/28/23:10:20.895163,"(-7, -1, 4, -1, -27, -9, -6, -5)"
2022/11/28/23:10:20.895425,"(0, 4, -2, -6, 30, 1, 2, 2)"
2022/11/28/23:10:20.895878,"(2, -4, -4, 2, -17, -5, -1, 0)"
2022/11/28/23:10:20.895902,"(-9, 0, 5, 0, -13, 2, -2, -5)"
2022/11/28/23:10:20.909447,"(8, -5, -7, 14, 24, -1, 5, 4)"
2022/11/28/23:10:20.909472,"(6, 10, 3, -8, 3, 5, 1, 4)"
2022/11/28/23:10:20.917368,"(1, -3, 5, 19, 18, 5, 2, -2)"
2022/11/28/23:10:20.917389,"(1, -1, 5, -11, 7, 2, 1, 0)"
2022/11/28/23:10:20.932019,"(-9, -3, -6, -8, -24, -9, -7, -8)"
2022/11/28/23:10:20.932042,"(-6, -9, -6, 6, -8, -1, -1, -2)"
2022/11/28/23:10:20.940210,"(1, -1, 0, -11, -3, -8, -3, 2)"
2022/11/28/23:10:20.940468,"(1, -3, 4, 13, -28, 0, -1, -2)"
2022/11/28/23:10:20.954573,"(-4, 8, -13, -23, 24, -1, -1, 0)"
2022/11/28/23:10:20.954599,"(-2, -8, -13, 5, -1, -2, -1, -3)"
2022/11/28/23:10:20.962762,"(0, 0, 2, -5, -3, 5, 2, -1)"
2022/11/28/23:10:20.962784,"(-2, -6, -8, -42, 2, -2, -1, -1)"
2022/11/28/23:10:20.970495,"(2, 6, 12, 40, -21, -10, 0, 2)"
2022/11/28/23:10:20.970517,"(0, -1, -4, 10, -6, 3, 1, 0)"
2022/11/28/23:10:20.977326,"(-3, -4, -8, -3, 28, 11, 0, -2)"
2022/11/28/23:10:20.977352,"(6, -2, 4, 14, 8, 2, 0, 3)"
2022/11/28/23:10:20.991819,"(-2, -5, 0, -25, -5, 3, -1, -3)"
2022/11/28/23:10:20.991858,"(-1, -1, 1, -8, -14, -6, -1, -2)"
2022/11/28/23:10:20.999754,"(-6, -2, -1, 6, -19, -9, -4, -1)"
2022/11/28/23:10:20.999975,"(4, 2, 11, -8, 39, 5, 3, 3)"
2022/11/28/23:10:21.014753,"(-5, 1, -12, 21, -2, 2, -1, -3)"
2022/11/28/23:10:21.014871,"(-2, 1, 8, -4, -10, -3, -2, -3)"
2022/11/28/23:10:21.015644,"(0, 0, 2, 1, -2, -6, -3, 0)"
2022/11/28/23:10:21.015657,"(-1, -5, -17, -12, -9, -5, -1, 0)"
2022/11/28/23:10:21.029350,"(5, -1, 12, 12, 7, 8, 1, 3)"
2022/11/28/23:10:21.029368,"(-5, -3, -6, -35, -6, -5, -3, -3)"
2022/11/28/23:10:21.037325,"(3, 3, -1, 23, -4, 3, 1, 0)"
2022/11/28/23:10:21.037346,"(0, 3, 13, 23, 6, -4, -2, -2)"
2022/11/28/23:10:21.060691,"(1, 3, 6, -10, 1, 0, 0, 1)"
2022/11/28/23:10:21.060711,"(-5, -2, -4, -17, -4, -3, -1, -4)"
2022/11/28/23:10:21.061425,"(0, -3, -8, -16, -12, -6, -3, -1)"
2022/11/28/23:10:21.061440,"(0, 2, -4, 13, 12, -1, 1, 0)"
2022/11/28/23:10:21.074759,"(-4, -6, -10, -17, -7, 2, 1, 0)"
2022/11/28/23:10:21.074774,"(2, 2, 12, 11, 9, 0, -3, 1)"
2022/11/28/23:10:21.075567,"(0, -1, 0, 4, -2, 0, -2, -3)"
2022/11/28/23:10:21.075590,"(-3, -9, -11, 3, -8, -1, -2, -5)"
2022/11/28/23:10:21.089320,"(3, 7, 6, -5, 10, 0, 0, -1)"
2022/11/28/23:10:21.089350,"(-5, -5, -14, -2, -8, -4, -4, -5)"
2022/11/28/23:10:21.097787,"(2, 5, 4, -17, 1, 1, 2, 2)"
2022/11/28/23:10:21.097829,"(-1, 4, 9, 36, -7, -5, -2, -1)"
2022/11/28/23:10:21.111790,"(0, -6, -2, -8, 5, 3, 0, -2)"
2022/11/28/23:10:21.111820,"(-1, 0, 0, 8, -7, -2, -2, -1)"
2022/11/28/23:10:21.120165,"(-1, -2, -11, -18, -5, -1, 0, -2)"
2022/11/28/23:10:21.120208,"(0, -3, -7, -13, 3, -7, -4, -1)"
2022/11/28/23:10:21.135459,"(-2, 1, 6, 13, 2, 2, 1, -1)"
2022/11/28/23:10:21.135473,"(1, 0, 2, 7, 2, 1, 0, 0)"
2022/11/28/23:10:21.136040,"(-1, 0, 1, -1, 5, -3, -1, -1)"
2022/11/28/23:10:21.136051,"(0, 1, -6, -6, -11, 1, -1, 0)"
2022/11/28/23:10:21.158022,"(0, -9, -6, -3, 2, -3, -3, -2)"
2022/11/28/23:10:21.158046,"(4, 1, 0, 2, -1, 1, 0, 2)"
2022/11/28/23:10:21.158952,"(-4, 10, 14, 4, 2, -4, -2, -2)"
2022/11/28/23:10:21.159048,"(-4, -1, -1, 3, -3, -2, 0, 2)"
2022/11/28/23:10:21.180746,"(-3, -3, -4, -10, -2, 0, 0, -1)"
2022/11/28/23:10:21.180767,"(1, -9, -3, -8, -1, 2, 1, 1)"
2022/11/28/23:10:21.181411,"(-1, 3, 1, 13, 8, -2, 0, -1)"
2022/11/28/23:10:21.181436,"(-2, 4, 2, 3, -2, 0, -2, -2)"
2022/11/28/23:10:21.195237,"(0, -1, -3, -3, -3, 0, 2, -1)"
2022/11/28/23:10:21.195273,"(0, -3, -2, -1, -3, -3, -1, 0)"
2022/11/28/23:10:21.195812,"(1, -2, 1, 1, 2, 7, 3, 0)"
2022/11/28/23:10:21.195823,"(0, -2, 0, -20, 2, -1, 0, -1)"
2022/11/28/23:10:21.209088,"(-3, -3, -1, 6, -9, -7, -4, -4)"
2022/11/28/23:10:21.209113,"(1, 4, -1, -7, 2, 0, 1, -1)"
2022/11/28/23:10:21.217472,"(-1, -10, -6, 7, -18, -3, -3, -1)"
2022/11/28/23:10:21.217501,"(-1, 14, 5, -3, 8, -1, -2, 0)"
2022/11/28/23:10:21.248574,"(-2, -12, -1, 6, -19, 4, 0, 0)"
2022/11/28/23:10:21.248594,"(0, 9, 5, -3, 34, -2, -2, -2)"
2022/11/28/23:10:21.249022,"(-2, -3, -3, -8, -2, -1, -1, 0)"
2022/11/28/23:10:21.249042,"(3, -11, -16, 11, -2, 0, 2, 0)"
2022/11/28/23:10:21.255397,"(-2, 6, 6, -11, -9, -3, -2, -2)"
2022/11/28/23:10:21.255543,"(-1, 0, 2, 4, -10, 2, 0, 2)"
2022/11/28/23:10:21.256001,"(-3, 3, 5, -6, 2, -4, -2, 0)"
2022/11/28/23:10:21.256012,"(2, -4, -9, -9, -4, 0, 0, 0)"
2022/11/28/23:10:21.269023,"(0, 5, -2, 3, 12, 0, -1, 0)"
2022/11/28/23:10:21.269053,"(-5, -13, -9, -9, -10, 1, -2, -3)"
2022/11/28/23:10:21.277639,"(1, 10, 10, 18, 6, -3, -3, -1)"
2022/11/28/23:10:21.277675,"(-6, -5, -5, -16, -16, -5, -3, -4)"
2022/11/28/23:10:21.291677,"(-2, 3, 9, 27, 17, 1, -1, -1)"
2022/11/28/23:10:21.291694,"(2, -6, -4, -13, -6, 0, 0, 1)"
2022/11/28/23:10:21.299790,"(-1, -7, -15, -21, -13, -5, -5, -1)"
2022/11/28/23:10:21.300149,"(1, 3, 3, 5, 4, -3, -1, -2)"
2022/11/28/23:10:21.315129,"(-3, -2, -4, 14, 8, 0, -1, -1)"
2022/11/28/23:10:21.315145,"(1, 3, 4, 9, -6, -4, -2, 1)"
2022/11/28/23:10:21.316011,"(-3, -4, 0, 4, 7, 2, 0, 0)"
2022/11/28/23:10:21.316026,"(0, -2, -6, -15, -13, 0, -1, -3)"
2022/11/28/23:10:21.338353,"(1, -2, -8, -30, -5, -2, -1, -2)"
2022/11/28/23:10:21.338545,"(-1, 1, 5, 19, 7, 0, 1, 0)"
2022/11/28/23:10:21.339249,"(-1, -4, -5, -7, -5, 0, -3, -1)"
2022/11/28/23:10:21.339269,"(-1, -4, 0, 1, 2, 2, 0, 0)"
2022/11/28/23:10:21.352293,"(-1, -4, 1, -6, -9, -6, -2, -2)"
2022/11/28/23:10:21.352314,"(-1, 6, -5, -4, 11, 2, -2, -1)"
2022/11/28/23:10:21.359526,"(-1, 2, -1, -4, -5, -5, -1, 0)"
2022/11/28/23:10:21.359551,"(-1, -9, 2, 4, -1, 0, -2, -1)"
2022/11/28/23:10:21.374919,"(-3, 5, 1, -7, -4, -5, -3, -1)"
2022/11/28/23:10:21.374964,"(-3, 0, -1, 1, 2, 0, 1, 0)"
2022/11/28/23:10:21.375892,"(2, 4, 9, 18, 11, 4, 4, 0)"
2022/11/28/23:10:21.375904,"(0, -8, -7, -2, 3, 3, 0, 0)"
2022/11/28/23:10:21.389088,"(4, 1, -4, 6, 9, 3, 3, 2)"
2022/11/28/23:10:21.389107,"(-4, -5, -9, -14, -16, -7, -3, -2)"
2022/11/28/23:10:21.397408,"(0, -1, 2, -2, -1, -1, -3, -2)"
2022/11/28/23:10:21.398443,"(-5, 2, 16, 11, 2, -5, -4, -1)"
2022/11/28/23:10:21.420989,"(1, -9, -7, -20, -17, -2, -1, -2)"
2022/11/28/23:10:21.421158,"(1, 6, 1, 0, 4, 1, 2, 0)"
2022/11/28/23:10:21.421846,"(0, -6, -8, 8, 7, 1, 1, -1)"
2022/11/28/23:10:21.421869,"(-3, 2, -2, -4, -3, -3, -2, -1)"
2022/11/28/23:10:21.434685,"(-1, -3, -2, -5, 4, 1, -2, -1)"
2022/11/28/23:10:21.434946,"(-1, -2, -2, 1, -5, 0, -2, -1)"
2022/11/28/23:10:21.435690,"(-3, 0, -3, -3, -1, -2, 0, 0)"
2022/11/28/23:10:21.435713,"(0, 3, 0, -4, -3, -1, 1, 0)"
2022/11/28/23:10:21.449851,"(-1, 3, -1, -2, 4, 1, 0, 0)"
2022/11/28/23:10:21.449862,"(-1, 1, 3, 7, -5, -1, -2, -3)"
2022/11/28/23:10:21.457387,"(-3, 2, 2, -8, -7, 1, -1, -3)"
2022/11/28/23:10:21.457600,"(4, 2, 4, 17, 7, 2, 2, 0)"
2022/11/28/23:10:21.481090,"(-1, 0, -3, -10, 2, -3, 0, -1)"
2022/11/28/23:10:21.481920,"(-1, -7, -1, 3, -7, -2, 0, 0)"
2022/11/28/23:10:21.482671,"(-5, -1, 1, -2, 9, -3, -2, -2)"
2022/11/28/23:10:21.482695,"(0, -1, 2, 4, -2, -1, -1, -1)"
2022/11/28/23:10:21.503651,"(-1, 6, 3, 0, -9, -1, 0, 0)"
2022/11/28/23:10:21.503699,"(-3, -5, -1, -4, 1, -2, 0, -3)"
2022/11/28/23:10:21.505630,"(0, 1, -5, -6, -3, -2, 0, 1)"
2022/11/28/23:10:21.505646,"(-3, -12, -9, -11, -3, -2, -1, -3)"
2022/11/28/23:10:21.526175,"(4, 8, -2, 4, 2, 2, 2, 3)"
2022/11/28/23:10:21.526188,"(0, 6, 7, -1, -2, -7, -5, -1)"
2022/11/28/23:10:21.527931,"(-2, -6, -8, 0, -6, 1, 1, -1)"
2022/11/28/23:10:21.527952,"(-1, 1, -4, -10, -2, -3, -1, -1)"
2022/11/28/23:10:21.540629,"(-5, -7, -1, -1, -7, 0, -4, -4)"
2022/11/28/23:10:21.540653,"(-1, 0, 0, 7, 17, 3, 1, 1)"
2022/11/28/23:10:21.542430,"(3, -2, 3, -2, 0, -2, -1, 0)"
2022/11/28/23:10:21.542442,"(-2, 2, -1, 3, -2, -2, -1, -1)"
2022/11/28/23:10:21.563407,"(-1, -3, -1, 3, 4, 1, 0, 0)"
2022/11/28/23:10:21.563426,"(-4, -2, -2, 0, -6, -1, -1, -1)"
2022/11/28/23:10:21.565052,"(1, -2, -3, -4, -2, -1, 0, 0)"
2022/11/28/23:10:21.565076,"(0, 5, 1, -3, -6, 2, 2, 1)"
2022/11/28/23:10:21.577044,"(0, -9, -5, 6, 3, -1, -1, -2)"
2022/11/28/23:10:21.577062,"(0, 0, 3, -6, -1, 1, 0, 0)"
2022/11/28/23:10:21.586436,"(-5, 0, -4, 3, 5, -1, -1, -3)"
2022/11/28/23:10:21.586459,"(2, -9, -4, 5, 0, 1, 0, -1)"
2022/11/28/23:10:21.600964,"(1, 8, 7, -1, 3, 0, 0, 1)"
2022/11/28/23:10:21.600986,"(1, 3, -5, -17, -13, 1, 0, -1)"
2022/11/28/23:10:21.603765,"(4, -1, 3, 3, 0, 0, 0, 0)"
2022/11/28/23:10:21.603775,"(-4, -3, -2, 16, 12, 0, -2, -1)"
2022/11/28/23:10:21.623248,"(0, -9, -5, -6, -4, -2, -1, -1)"
2022/11/28/23:10:21.623487,"(0, -4, -5, -3, -3, -3, -1, -2)"
2022/11/28/23:10:21.625264,"(1, 3, 4, -7, -2, -1, 0, 0)"
2022/11/28/23:10:21.625293,"(0, 0, -3, -7, 2, 0, -1, -1)"
2022/11/28/23:10:21.637158,"(-3, -3, 0, 1, -3, -2, -1, -2)"
2022/11/28/23:10:21.637170,"(-4, -2, -3, -3, -11, -3, -2, -2)"
2022/11/28/23:10:21.646677,"(-4, -3, -5, -5, 4, -1, -2, -1)"
2022/11/28/23:10:21.646703,"(-1, 1, 1, 0, 4, 2, -1, -1)"
2022/11/28/23:10:21.660830,"(0, 1, 2, 4, -2, -3, -2, 0)"
2022/11/28/23:10:21.660865,"(0, -2, 0, 1, -1, -2, 1, 0)"
2022/11/28/23:10:21.662453,"(0, -2, -2, 4, 1, 1, 2, -1)"
2022/11/28/23:10:21.662474,"(0, 2, -3, -5, -6, -2, -1, 0)"
2022/11/28/23:10:21.683689,"(-1, -3, -10, -11, -3, -1, -2, -2)"
2022/11/28/23:10:21.683707,"(-1, 3, 6, -13, 6, 2, 0, -1)"
2022/11/28/23:10:21.685365,"(1, -1, 3, 19, -1, -1, 1, 0)"
2022/11/28/23:10:21.685386,"(-4, 1, -1, 2, -2, -1, 0, -2)"
2022/11/28/23:10:21.697055,"(-1, -2, -2, -4, -2, -3, -1, -2)"
2022/11/28/23:10:21.697078,"(-1, -5, -3, 13, 1, -4, -1, -2)"
2022/11/28/23:10:21.706036,"(1, -1, -4, -17, -16, 0, -1, 0)"
2022/11/28/23:10:21.706049,"(-1, 1, 1, 1, 11, -1, -2, -2)"
2022/11/28/23:10:21.719259,"(-1, -1, -3, -3, -9, -2, -2, -2)"
2022/11/28/23:10:21.719275,"(-3, -3, -3, -2, 1, -1, -3, -2)"
2022/11/28/23:10:21.728435,"(-3, -2, -4, -3, 6, -1, -3, -2)"
2022/11/28/23:10:21.728456,"(1, -2, 0, -6, -10, 0, 0, 2)"
2022/11/28/23:10:21.743858,"(-1, 0, 1, 3, 4, 1, 0, 2)"
2022/11/28/23:10:21.743892,"(1, 1, 3, 8, -2, 1, -1, 1)"
2022/11/28/23:10:21.745548,"(-3, -3, -2, -1, -5, -2, -4, -2)"
2022/11/28/23:10:21.745566,"(-3, -1, -4, -9, -3, -2, -5, -3)"
2022/11/28/23:10:21.756764,"(-2, -1, -1, -2, 2, -2, -1, -1)"
2022/11/28/23:10:21.756788,"(1, 1, 0, -2, -2, 3, 4, 0)"
2022/11/28/23:10:21.766438,"(-2, -1, 1, -10, -11, -3, -2, -2)"
2022/11/28/23:10:21.766462,"(-3, -1, 8, 51, 37, 3, 0, -1)"
2022/11/28/23:10:21.779915,"(-2, 0, 1, -2, 5, 3, 0, 0)"
2022/11/28/23:10:21.779930,"(0, -2, -3, -7, -6, -4, -2, -2)"
2022/11/28/23:10:21.786985,"(0, -1, -3, -16, -15, -3, -2, -1)"
2022/11/28/23:10:21.787019,"(0, 0, -3, -23, -8, -1, 3, 1)"
2022/11/28/23:10:21.803336,"(-4, -3, -4, 0, -6, -2, -3, -3)"
2022/11/28/23:10:21.803641,"(-1, 0, 2, 3, 8, 0, -1, -1)"
2022/11/28/23:10:21.805192,"(-3, 0, 5, -2, -4, -1, 0, 0)"
2022/11/28/23:10:21.805202,"(-2, 2, 1, -1, -6, -3, -2, -2)"
2022/11/28/23:10:21.826084,"(-2, -1, -2, -1, 2, -2, -2, 0)"
