time,.data
2022/11/28/23:10:20.549781,"(12, 6, 6, -6, 0, -2, -2, -4)"
2022/11/28/23:10:20.549831,"(18, 2, -14, -15, -7, -2, 0, 1)"
2022/11/28/23:10:20.551849,"(-12, -14, -4, 2, -3, -1, -3, 1)"
2022/11/28/23:10:20.551875,"(-11, 3, -8, -9, -6, 0, 1, -3)"
2022/11/28/23:10:20.562918,"(0, -13, 8, 11, 4, -2, -12, -6)"
2022/11/28/23:10:20.562927,"(4, 17, 10, 3, -1, 0, 5, 8)"
2022/11/28/23:10:20.572942,"(3, 2, 3, -4, -1, 0, 4, -3)"
2022/11/28/23:10:20.572958,"(4, -3, -13, -6, -3, -3, -2, -11)"
2022/11/28/23:10:20.587720,"(-1, -8, -27, -6, -4, -2, 1, 2)"
2022/11/28/23:10:20.587738,"(11, 5, 34, 21, 6, 0, 5, 5)"
2022/11/28/23:10:20.589346,"(-6, -1, -3, -2, -1, 0, -3, 0)"
2022/11/28/23:10:20.589368,"(-6, -3, -3, 1, -2, -1, 0, -7)"
2022/11/28/23:10:20.609496,"(-7, -3, -4, -8, -2, 1, 0, 0)"
2022/11/28/23:10:20.609591,"(1, -7, -24, -8, -2, -2, -1, -3)"
2022/11/28/23:10:20.611151,"(-5, 0, 3, -8, -5, -4, 3, 6)"
2022/11/28/23:10:20.611171,"(-10, 10, 0, -1, -9, 0, 0, 1)"
2022/11/28/23:10:20.623036,"(-1, -12, -8, 2, 2, -3, -4, -5)"
2022/11/28/23:10:20.623064,"(-4, -1, 4, -4, -1, 0, 0, 0)"
2022/11/28/23:10:20.632480,"(0, -4, -1, -2, -5, 0, -2, 0)"
2022/11/28/23:10:20.632496,"(7, -1, -4, -1, 1, -1, -1, 0)"
2022/11/28/23:10:20.646810,"(-5, 5, 10, -1, -4, -2, 1, 2)"
2022/11/28/23:10:20.646849,"(5, -1, -11, -2, 0, 0, -1, -3)"
2022/11/28/23:10:20.648627,"(12, -5, -1, -2, -2, -1, 0, -3)"
2022/11/28/23:10:20.648639,"(-40, 2, 10, 2, 0, 0, -1, -4)"
2022/11/28/23:10:20.669402,"(-2, 1, -7, 8, -2, 1, 5, 9)"
2022/11/28/23:10:20.669569,"(-5, -1, 11, 7, 0, 0, -1, 0)"
2022/11/28/23:10:20.671057,"(9, 8, -13, -8, -3, 1, 1, 2)"
2022/11/28/23:10:20.671068,"(13, -10, -8, -10, 0, -1, -4, -2)"
2022/11/28/23:10:20.682787,"(-2, 18, 43, 20, 4, -1, -1, -2)"
2022/11/28/23:10:20.682807,"(-4, -17, -19, -13, -6, -3, -1, -2)"
2022/11/28/23:10:20.692097,"(2, 16, 6, 4, 1, -1, 0, 1)"
2022/11/28/23:10:20.692107,"(9, -9, -7, -3, -4, 0, -6, -2)"
2022/11/28/23:10:20.706937,"(0, -6, -15, -5, -3, -1, -2, -2)"
2022/11/28/23:10:20.706951,"(-1, -4, 2, 0, -1, 0, 2, 1)"
2022/11/28/23:10:20.708755,"(-13, -5, -6, -11, 2, -1, -3, -2)"
2022/11/28/23:10:20.708781,"(5, -3, 6, 11, -1, -1, 2, 2)"
2022/11/28/23:10:20.729671,"(-2, -2, 1, -4, -1, 0, 0, -2)"
2022/11/28/23:10:20.729732,"(-8, -1, -9, -2, -2, -2, -3, 4)"
2022/11/28/23:10:20.731840,"(1, -5, 1, 5, 3, 1, 3, 2)"
2022/11/28/23:10:20.731862,"(0, 7, 1, -12, -2, -2, -2, -6)"
2022/11/28/23:10:20.743577,"(2, -2, 0, -1, -3, -1, -3, 4)"
2022/11/28/23:10:20.743603,"(-2, -1, -5, -11, -3, -1, -1, 1)"
2022/11/28/23:10:20.759744,"(-7, -10, -12, 4, -2, -3, -7, -5)"
2022/11/28/23:10:20.759776,"(36, 28, 17, -5, 0, 2, 3, 4)"
2022/11/28/23:10:20.767464,"(-64, -12, 11, 8, 1, -1, -3, -5)"
2022/11/28/23:10:20.767555,"(1, 14, -6, -4, 1, -2, -3, -2)"
2022/11/28/23:10:20.769491,"(-13, -25, -3, -3, -1, 1, 4, 0)"
2022/11/28/23:10:20.769508,"(11, -4, -6, -1, -1, -4, -5, 0)"
2022/11/28/23:10:20.789130,"(25, 9, 1, -1, -1, 1, 0, 2)"
2022/11/28/23:10:20.789154,"(-1, 1, -4, -2, -1, 1, 1, 0)"
2022/11/28/23:10:20.790096,"(-7, 4, -4, -17, -1, -3, 0, -3)"
2022/11/28/23:10:20.790105,"(-17, -6, -1, 17, -2, -4, -1, -3)"
2022/11/28/23:10:20.803298,"(13, 2, -5, -15, 0, -1, -1, 2)"
2022/11/28/23:10:20.803314,"(-7, -2, 8, 7, 1, -1, 0, -3)"
2022/11/28/23:10:20.812627,"(11, 6, 5, 2, -1, -1, 0, 1)"
2022/11/28/23:10:20.812652,"(-4, -8, -10, -11, 1, 0, 0, -2)"
2022/11/28/23:10:20.827212,"(-4, 3, 0, 2, -3, -3, -1, -4)"
2022/11/28/23:10:20.827382,"(9, -5, -5, 2, -1, 1, 1, -2)"
2022/11/28/23:10:20.829237,"(-5, 6, 6, 1, 3, 0, 0, -3)"
2022/11/28/23:10:20.829249,"(-7, -14, -6, -3, -2, -2, 1, 5)"
2022/11/28/23:10:20.850450,"(9, 20, 13, -5, -1, 0, -2, -4)"
2022/11/28/23:10:20.850498,"(21, 15, 1, 3, -4, -2, -2, 3)"
2022/11/28/23:10:20.852019,"(-55, -20, -7, 2, -2, 1, 0, -4)"
2022/11/28/23:10:20.852035,"(-5, 5, 3, 3, 1, 2, 0, 2)"
2022/11/28/23:10:20.862799,"(10, -7, -7, -2, -3, -2, -1, 0)"
2022/11/28/23:10:20.862807,"(-13, -7, -4, -3, 1, -1, -5, -2)"
2022/11/28/23:10:20.872582,"(11, -1, -7, -1, -5, -3, 0, 3)"
2022/11/28/23:10:20.872611,"(3, -4, -4, -6, -3, -1, -2, -4)"
2022/11/28/23:10:20.887057,"(-1, -6, -6, -8, -1, -4, -4, -4)"
2022/11/28/23:10:20.887081,"(2, -4, -2, 18, 1, -2, 0, -5)"
2022/11/28/23:10:20.889143,"(0, 2, 2, -4, 0, -1, 1, 2)"
2022/11/28/23:10:20.889166,"(14, -5, -6, 6, 0, -1, -1, -2)"
2022/11/28/23:10:20.909489,"(43, 8, -4, -11, -1, 2, 1, 0)"
2022/11/28/23:10:20.909496,"(-61, -32, -14, 2, 0, 2, 0, -3)"
2022/11/28/23:10:20.911337,"(-24, -13, -13, -5, 0, -1, -4, -2)"
2022/11/28/23:10:20.911352,"(-6, 45, 50, 12, 2, -1, -3, -3)"
2022/11/28/23:10:20.922960,"(4, -32, -34, 2, -2, -5, -3, -9)"
2022/11/28/23:10:20.922984,"(-1, 18, 4, -14, -5, -5, -3, 2)"
2022/11/28/23:10:20.932625,"(27, -1, -9, -13, -3, 0, 5, 4)"
2022/11/28/23:10:20.932635,"(26, 6, 8, 22, 4, 1, 1, 5)"
2022/11/28/23:10:20.946198,"(-44, -19, -32, -14, -4, -1, 1, -2)"
2022/11/28/23:10:20.946217,"(0, -3, 6, -5, -6, -2, -6, 40)"
2022/11/28/23:10:20.952893,"(-29, -24, -9, -9, -3, -2, 0, -24)"
2022/11/28/23:10:20.952924,"(47, 12, 9, 5, -1, 1, 8, 6)"
2022/11/28/23:10:20.969636,"(-55, -4, 5, 4, 0, -1, 0, -17)"
2022/11/28/23:10:20.969667,"(19, -64, -33, -10, -6, -3, -9, -3)"
2022/11/28/23:10:20.971782,"(-9, 21, -2, -7, 2, 2, -5, 3)"
2022/11/28/23:10:20.971788,"(-21, 14, -4, 0, -3, -1, -5, 0)"
2022/11/28/23:10:20.983343,"(32, 0, 6, 13, 2, 3, 8, 26)"
2022/11/28/23:10:20.983377,"(4, 16, 21, -11, 1, -1, -2, -23)"
2022/11/28/23:10:20.992646,"(-2, -3, 2, 26, -2, -3, -4, 2)"
2022/11/28/23:10:20.992661,"(-15, -30, -23, -17, 0, -1, 0, -9)"
2022/11/28/23:10:21.006208,"(5, 28, 14, -5, -1, 0, -3, 6)"
2022/11/28/23:10:21.006232,"(15, 25, -14, -2, 0, -1, 0, -8)"
2022/11/28/23:10:21.013086,"(16, -16, 23, 10, 3, 1, -4, -1)"
2022/11/28/23:10:21.013100,"(-17, -1, -14, -9, -10, -2, -1, 1)"
2022/11/28/23:10:21.037352,"(-1, 3, 4, -6, -4, -2, 1, -3)"
2022/11/28/23:10:21.037498,"(0, 7, 16, 15, 8, 3, 6, -4)"
2022/11/28/23:10:21.038960,"(7, 2, -8, -3, -3, -2, 1, -2)"
2022/11/28/23:10:21.038970,"(-16, -14, -13, -11, -5, -4, 0, 2)"
2022/11/28/23:10:21.042664,"(8, 18, 9, -2, 0, -2, -4, 0)"
2022/11/28/23:10:21.042686,"(-2, -17, -5, 2, -4, 0, 0, -8)"
2022/11/28/23:10:21.058110,"(14, 14, 0, 1, 2, -2, 1, 5)"
2022/11/28/23:10:21.058145,"(-17, -10, 3, -6, -4, -3, -1, 2)"
2022/11/28/23:10:21.066031,"(12, 5, 2, 4, -2, -1, -4, -2)"
2022/11/28/23:10:21.066058,"(-3, 6, 2, -3, 0, -1, 0, -1)"
2022/11/28/23:10:21.072938,"(9, 15, 7, 1, 0, -1, -1, 5)"
2022/11/28/23:10:21.072952,"(-12, -34, -12, -11, -4, 1, -2, -3)"
2022/11/28/23:10:21.089550,"(6, -11, -5, -3, 4, -2, -4, -1)"
2022/11/28/23:10:21.089571,"(1, 8, 5, 5, 3, 0, 0, 0)"
2022/11/28/23:10:21.091263,"(0, 6, 2, -8, -1, -3, 0, 0)"
2022/11/28/23:10:21.091273,"(4, -5, -8, 7, -3, -1, -4, -10)"
2022/11/28/23:10:21.112232,"(-7, 0, 6, 3, -1, 2, -1, -2)"
2022/11/28/23:10:21.112260,"(5, -1, 1, -5, 3, -2, -2, -1)"
2022/11/28/23:10:21.114542,"(10, 4, 2, 1, -5, 1, -6, -5)"
2022/11/28/23:10:21.114563,"(-5, 0, -3, 9, 15, 2, 3, -3)"
2022/11/28/23:10:21.127119,"(-3, -4, 4, 0, -7, -2, 1, 8)"
2022/11/28/23:10:21.127151,"(-4, 8, -1, -5, -4, -2, 0, 2)"
2022/11/28/23:10:21.135049,"(9, -14, 2, 9, 4, 2, -2, -4)"
2022/11/28/23:10:21.135076,"(-9, 8, -4, -7, -2, -4, -6, -1)"
2022/11/28/23:10:21.150326,"(23, -3, 2, 1, 1, 0, -1, 0)"
2022/11/28/23:10:21.150365,"(-20, 8, -5, -2, -1, 1, 1, -4)"
2022/11/28/23:10:21.152223,"(-7, -17, -2, -2, -4, -3, 2, 12)"
2022/11/28/23:10:21.152252,"(5, 7, 8, 1, 0, 0, -7, -5)"
2022/11/28/23:10:21.171839,"(-1, -20, 0, 5, 4, 0, -1, -7)"
2022/11/28/23:10:21.171867,"(7, 31, 3, -2, -1, -5, -4, -5)"
2022/11/28/23:10:21.173709,"(-8, -22, 1, -1, -2, 0, 5, 3)"
2022/11/28/23:10:21.173729,"(1, -8, -4, -6, 5, -1, -1, -3)"
2022/11/28/23:10:21.186173,"(-6, 5, -2, -1, -8, -3, -1, -1)"
2022/11/28/23:10:21.186192,"(6, 8, 4, -3, 0, 0, -2, 2)"
2022/11/28/23:10:21.193334,"(1, 14, 1, 1, 4, 2, 0, -3)"
2022/11/28/23:10:21.193368,"(-9, -13, -8, 0, -3, -2, 4, -8)"
2022/11/28/23:10:21.209227,"(-8, 9, -2, -3, -3, -1, -3, -5)"
2022/11/28/23:10:21.209297,"(-2, -21, -13, -4, -2, -1, 0, -1)"
2022/11/28/23:10:21.211374,"(12, 8, 23, 8, 2, -1, -2, 5)"
2022/11/28/23:10:21.211408,"(-6, -10, -4, -8, -4, 0, 0, 9)"
2022/11/28/23:10:21.232371,"(2, -13, -8, 7, 5, 1, 2, 30)"
2022/11/28/23:10:21.232418,"(4, -12, -4, -11, -5, -3, -1, 8)"
2022/11/28/23:10:21.246617,"(-7, 7, -10, 5, -2, -1, 0, 9)"
2022/11/28/23:10:21.246647,"(5, 11, 8, -2, -1, -1, -4, -5)"
2022/11/28/23:10:21.247372,"(-18, 8, -4, 0, 0, -1, -1, -34)"
2022/11/28/23:10:21.247399,"(12, -8, 6, 9, 0, 1, 1, 18)"
2022/11/28/23:10:21.255050,"(0, 25, -12, -7, -5, -4, -4, -29)"
2022/11/28/23:10:21.255077,"(-14, -34, -11, -6, -3, -2, -3, -6)"
2022/11/28/23:10:21.272319,"(0, -9, -7, -2, 0, -2, -2, -4)"
2022/11/28/23:10:21.272474,"(13, 9, 3, 5, 3, 3, 5, -10)"
2022/11/28/23:10:21.272712,"(-2, -22, -3, -5, -2, -1, -4, -6)"
2022/11/28/23:10:21.272733,"(9, 17, -7, 2, 0, -2, 2, -1)"
2022/11/28/23:10:21.291833,"(-15, -3, -1, -7, -1, -1, 2, -2)"
2022/11/28/23:10:21.291930,"(-10, 0, 3, 3, -2, -1, -6, -15)"
2022/11/28/23:10:21.293871,"(-17, -25, -3, -3, -2, -1, -2, 1)"
2022/11/28/23:10:21.294049,"(-6, -16, -6, -2, 1, 1, -2, 3)"
2022/11/28/23:10:21.305488,"(15, 11, 7, 1, -4, -1, -2, 4)"
2022/11/28/23:10:21.305518,"(-12, 6, 1, -3, -3, 0, -2, -8)"
2022/11/28/23:10:21.314982,"(12, 3, 0, -2, -1, 0, 0, 4)"
2022/11/28/23:10:21.315001,"(8, 31, 6, -5, -3, -1, 2, 3)"
2022/11/28/23:10:21.330307,"(-5, -5, 6, 3, 0, -3, -3, 1)"
2022/11/28/23:10:21.330324,"(7, -14, 8, 7, 1, -1, 0, 2)"
2022/11/28/23:10:21.332044,"(-14, -41, -14, -2, 0, -2, -2, -7)"
2022/11/28/23:10:21.332055,"(-3, 65, 2, -2, -1, -2, 2, 7)"
2022/11/28/23:10:21.353122,"(24, -16, -3, -1, 0, -1, -1, -6)"
2022/11/28/23:10:21.353147,"(-8, -8, -5, -2, -2, -2, -8, -10)"
2022/11/28/23:10:21.355778,"(-16, -1, -6, -3, -1, 0, 2, 6)"
2022/11/28/23:10:21.355803,"(-32, -6, 0, 1, 0, -1, -2, -4)"
2022/11/28/23:10:21.365750,"(0, -13, -12, -1, -1, -1, -3, -4)"
2022/11/28/23:10:21.365763,"(17, 9, 9, -1, -2, -2, -1, 11)"
2022/11/28/23:10:21.374836,"(13, 19, 6, 2, 1, 1, -1, -6)"
2022/11/28/23:10:21.374849,"(13, -17, -6, -3, -1, -1, 2, 10)"
2022/11/28/23:10:21.389225,"(3, 41, 7, -3, -3, -1, -1, 1)"
2022/11/28/23:10:21.389353,"(-10, 5, 2, 0, 1, -2, 2, -9)"
2022/11/28/23:10:21.390993,"(-3, -24, 1, -3, -5, -3, -3, 0)"
2022/11/28/23:10:21.391006,"(5, -12, 3, 1, -2, -1, 0, 0)"
2022/11/28/23:10:21.412691,"(-10, -8, -2, -5, -1, 0, -4, -4)"
2022/11/28/23:10:21.412725,"(-6, 5, -14, -7, -5, -1, 0, -1)"
2022/11/28/23:10:21.413984,"(4, 24, 16, 4, 6, -1, -1, 3)"
2022/11/28/23:10:21.413996,"(12, -8, -3, 6, -1, 0, -1, -1)"
2022/11/28/23:10:21.425387,"(-7, 5, 5, 2, -1, -2, 0, 0)"
2022/11/28/23:10:21.425400,"(-16, -38, -6, -1, -6, -1, 3, 3)"
2022/11/28/23:10:21.434731,"(5, 4, -7, -4, -2, 0, -7, -4)"
2022/11/28/23:10:21.434741,"(25, -13, -15, -5, -1, -3, -3, 9)"
2022/11/28/23:10:21.449823,"(-27, -3, -3, -4, 0, -3, -4, -6)"
2022/11/28/23:10:21.449854,"(1, 11, 7, -2, 1, 2, 2, -4)"
2022/11/28/23:10:21.451806,"(10, 12, 3, 7, 0, -1, 2, -2)"
2022/11/28/23:10:21.451823,"(-9, 7, -1, -1, -2, 1, 0, 0)"
2022/11/28/23:10:21.472226,"(16, -31, -16, -2, -4, -2, -4, -3)"
2022/11/28/23:10:21.472386,"(4, 11, 5, 0, 3, -1, -2, 4)"
2022/11/28/23:10:21.473978,"(-17, -2, 3, 0, -1, -1, -1, -2)"
2022/11/28/23:10:21.473986,"(25, 10, 0, -4, -3, -2, -4, 2)"
2022/11/28/23:10:21.486180,"(-15, -14, 0, 0, 0, -4, -1, 6)"
2022/11/28/23:10:21.486205,"(-6, -4, -10, 0, -2, -1, -1, -7)"
2022/11/28/23:10:21.492871,"(6, 15, 3, -3, -4, -2, -1, 4)"
2022/11/28/23:10:21.492883,"(-14, -3, 5, 1, 1, 1, 3, -9)"
2022/11/28/23:10:21.509182,"(14, 17, 1, -2, 1, 1, 2, 5)"
2022/11/28/23:10:21.509196,"(1, -16, -6, -5, -1, -1, -1, -5)"
2022/11/28/23:10:21.523119,"(13, 13, -1, 0, -3, 1, 5, -2)"
2022/11/28/23:10:21.523151,"(-7, -9, 3, -2, -1, -1, -3, 2)"
2022/11/28/23:10:21.532058,"(-3, 6, 1, -2, -1, 1, -1, -9)"
2022/11/28/23:10:21.532142,"(-6, -12, -2, 2, 2, 1, 3, 1)"
2022/11/28/23:10:21.533972,"(-13, 22, -1, -9, -6, -1, 2, 2)"
2022/11/28/23:10:21.533984,"(-10, -59, -7, 2, -1, 0, -1, 1)"
2022/11/28/23:10:21.546832,"(-3, -6, 8, 7, 0, 0, -3, -5)"
2022/11/28/23:10:21.547876,"(2, 23, 7, 0, -1, -2, -9, -6)"
2022/11/28/23:10:21.552763,"(30, 15, -3, -3, 0, -2, -1, 12)"
2022/11/28/23:10:21.552774,"(-69, -32, 3, -2, 2, 0, -7, -12)"
2022/11/28/23:10:21.569310,"(5, 1, -4, 0, -1, 2, 4, 13)"
2022/11/28/23:10:21.570561,"(-5, -8, -9, 1, -2, 0, 3, -5)"
2022/11/28/23:10:21.571665,"(5, 23, 16, 1, 1, -1, -4, -6)"
2022/11/28/23:10:21.571692,"(20, 16, 0, -2, -4, 2, 0, 5)"
2022/11/28/23:10:21.592122,"(1, 5, -7, -2, -2, -2, -2, 2)"
2022/11/28/23:10:21.592142,"(-11, -6, 4, -6, -8, -3, -1, 1)"
2022/11/28/23:10:21.594359,"(-11, -8, -9, 4, 4, -1, 0, 4)"
2022/11/28/23:10:21.594371,"(3, 6, 1, -1, -3, -1, 6, -1)"
2022/11/28/23:10:21.605681,"(-6, 1, 3, 2, 6, 1, -6, -5)"
2022/11/28/23:10:21.605707,"(9, 3, -4, -6, -2, -1, 0, 8)"
2022/11/28/23:10:21.615047,"(-2, -14, -5, -4, -7, -2, -3, -11)"
2022/11/28/23:10:21.615075,"(7, 11, 1, 1, -1, -1, 0, -1)"
2022/11/28/23:10:21.629770,"(-4, -5, -4, -1, 0, -1, -5, -6)"
2022/11/28/23:10:21.629817,"(8, 0, 2, 4, 1, 0, 0, 4)"
2022/11/28/23:10:21.631578,"(-25, 1, 1, -4, -1, -1, -1, 6)"
2022/11/28/23:10:21.631594,"(12, 16, 0, 0, -1, -1, -1, -13)"
2022/11/28/23:10:21.652133,"(4, -9, 5, 2, -2, 0, 3, 7)"
2022/11/28/23:10:21.652163,"(6, 3, 0, -1, 0, 0, -5, -9)"
2022/11/28/23:10:21.654134,"(-3, -15, -8, -2, -1, 0, 0, 11)"
2022/11/28/23:10:21.654146,"(-7, 41, 3, 0, 0, -1, -3, -15)"
2022/11/28/23:10:21.665357,"(32, -27, -2, -3, -2, -1, 4, 2)"
2022/11/28/23:10:21.665380,"(-30, 2, -2, -2, -4, -2, -3, -11)"
2022/11/28/23:10:21.675205,"(2, -7, -3, 7, 0, 1, 0, -4)"
2022/11/28/23:10:21.675218,"(5, 1, 2, 3, 4, -1, -1, 7)"
2022/11/28/23:10:21.689506,"(1, 11, 0, -9, -9, -3, 0, -2)"
2022/11/28/23:10:21.689642,"(8, 33, -2, 11, 8, 1, 0, -1)"
2022/11/28/23:10:21.691447,"(-10, -28, -1, -6, -1, -2, -4, -1)"
2022/11/28/23:10:21.691468,"(12, -9, 0, 3, 4, -1, -7, -7)"
2022/11/28/23:10:21.712265,"(-26, 5, 1, -3, -2, -1, -1, -8)"
2022/11/28/23:10:21.712291,"(-2, -4, -2, -7, -5, -2, 1, 3)"
2022/11/28/23:10:21.714026,"(-5, 4, -1, 1, 5, 1, 2, -6)"
2022/11/28/23:10:21.714034,"(14, -10, -3, -5, 1, 0, -1, 15)"
2022/11/28/23:10:21.725474,"(3, 8, -1, -4, -6, -1, 0, -9)"
2022/11/28/23:10:21.725492,"(38, -7, 0, 1, 3, 0, 0, 18)"
2022/11/28/23:10:21.734923,"(-47, -7, -2, 1, 3, 2, 0, -13)"
2022/11/28/23:10:21.734934,"(-13, -6, -3, -3, -8, -2, -2, -12)"
2022/11/28/23:10:21.749419,"(-7, 16, -2, 0, 5, -2, -1, 4)"
2022/11/28/23:10:21.749444,"(9, -11, 11, 3, 0, 2, 4, 10)"
2022/11/28/23:10:21.751761,"(8, 15, -5, -4, -6, -5, -6, -11)"
2022/11/28/23:10:21.751781,"(-2, -6, -3, -4, -1, 0, 0, 3)"
2022/11/28/23:10:21.771994,"(-17, 4, -1, 4, 8, -1, -1, -4)"
2022/11/28/23:10:21.772025,"(-4, -8, -5, 1, 0, -2, -5, -14)"
2022/11/28/23:10:21.773887,"(5, -5, -2, -5, -1, -1, 0, 21)"
2022/11/28/23:10:21.773901,"(-14, 2, 0, 1, -4, 0, 4, 7)"
2022/11/28/23:10:21.795411,"(18, -6, -1, 0, -3, -2, 0, 2)"
