time,.data
2022/11/28/22:55:17.495866,"(-6, -14, -14, -8, -5, -8, -2, -4)"
2022/11/28/22:55:17.495883,"(-4, 3, 2, 1, -14, -13, -2, -1)"
2022/11/28/22:55:17.508315,"(4, 6, 4, -2, -2, 0, 5, 0)"
2022/11/28/22:55:17.508501,"(-9, -2, 8, 0, -4, 0, 2, -1)"
2022/11/28/22:55:17.515079,"(1, 7, 0, 3, 30, 11, 7, 1)"
2022/11/28/22:55:17.515093,"(3, -2, -8, -4, -17, -2, 3, -1)"
2022/11/28/22:55:17.531797,"(-1, 13, 28, -4, 23, -6, -3, 0)"
2022/11/28/22:55:17.531815,"(1, 2, 2, 9, 2, 2, 1, -4)"
2022/11/28/22:55:17.533698,"(6, -4, -14, 4, -10, 0, 2, 6)"
2022/11/28/22:55:17.533710,"(-11, -8, -1, -4, 2, -6, 0, -2)"
2022/11/28/22:55:17.553903,"(2, 2, -3, -2, -8, -2, 0, 2)"
2022/11/28/22:55:17.553917,"(4, 4, -2, -3, -7, -4, -2, -1)"
2022/11/28/22:55:17.555916,"(5, 2, 7, -1, 8, 6, 1, 1)"
2022/11/28/22:55:17.555933,"(-5, -10, -22, 0, 14, 1, 0, -1)"
2022/11/28/22:55:17.567373,"(-15, -16, -9, -11, -24, -12, -6, -5)"
2022/11/28/22:55:17.567384,"(-7, 2, 10, 0, 10, -5, -4, -5)"
2022/11/28/22:55:17.576887,"(8, 11, 19, 0, 5, 10, 2, 1)"
2022/11/28/22:55:17.576906,"(-4, -11, -7, 6, 2, 0, -2, 0)"
2022/11/28/22:55:17.591635,"(7, -2, -24, -1, -7, -1, 4, 4)"
2022/11/28/22:55:17.591655,"(-4, -2, 3, -4, -9, 1, -4, -4)"
2022/11/28/22:55:17.593414,"(-3, 3, 9, 4, -1, -2, -3, -2)"
2022/11/28/22:55:17.593434,"(11, 9, 7, -2, 2, 1, 1, 3)"
2022/11/28/22:55:17.614393,"(-4, -3, 3, 0, -4, 0, -8, -4)"
2022/11/28/22:55:17.614422,"(-4, -7, -9, -3, -6, -5, 0, 0)"
2022/11/28/22:55:17.616247,"(-9, -12, -24, -5, -8, -4, -2, -4)"
2022/11/28/22:55:17.616271,"(2, 2, 2, -1, 6, 0, 0, -1)"
2022/11/28/22:55:17.627390,"(-5, -6, 3, 4, -2, 3, -1, -3)"
2022/11/28/22:55:17.627409,"(7, 12, 8, 3, -3, -2, 1, 2)"
2022/11/28/22:55:17.636919,"(-3, 2, 4, -4, -1, -2, -1, -4)"
2022/11/28/22:55:17.636942,"(-5, -16, -28, 1, 0, -1, 0, -1)"
2022/11/28/22:55:17.651698,"(0, -3, 6, -10, -8, -7, 2, 2)"
2022/11/28/22:55:17.652032,"(0, 0, -1, 8, 11, 9, 1, 0)"
2022/11/28/22:55:17.653723,"(4, 8, 7, 2, -5, -2, 0, 0)"
2022/11/28/22:55:17.653745,"(-6, -2, 12, -1, 5, -4, -3, -3)"
2022/11/28/22:55:17.674043,"(5, 1, -11, -1, 9, 2, 0, 3)"
2022/11/28/22:55:17.674058,"(-5, -6, -17, -6, -9, -1, -1, 0)"
2022/11/28/22:55:17.675645,"(0, -4, -5, 1, 3, 0, 1, 2)"
2022/11/28/22:55:17.675664,"(0, 8, 8, -1, -8, -1, -3, -2)"
2022/11/28/22:55:17.687418,"(-6, -3, -3, -7, -6, -3, -1, -2)"
2022/11/28/22:55:17.687438,"(-6, -7, -1, 2, 5, 1, -1, -1)"
2022/11/28/22:55:17.696777,"(2, 0, -2, 2, -10, -2, -3, -1)"
2022/11/28/22:55:17.696799,"(3, -3, 4, 0, 5, 3, 1, 0)"
2022/11/28/22:55:17.711862,"(9, 5, 6, 5, 8, 3, 3, 3)"
2022/11/28/22:55:17.711877,"(-13, -5, -16, -13, -13, -9, -5, -7)"
2022/11/28/22:55:17.713289,"(-3, -6, -1, 4, 2, -1, 1, -2)"
2022/11/28/22:55:17.713310,"(6, 5, 2, 2, 1, 2, 0, 2)"
2022/11/28/22:55:17.734252,"(0, -1, 0, 0, -3, 1, -2, -2)"
2022/11/28/22:55:17.734275,"(4, 3, 9, 3, 2, 3, 1, 2)"
2022/11/28/22:55:17.736100,"(-3, -3, -5, -9, -4, -4, -1, -3)"
2022/11/28/22:55:17.736123,"(-4, -5, -6, -6, -3, -3, -2, -1)"
2022/11/28/22:55:17.747372,"(-1, 1, 1, -3, -2, 2, -1, 2)"
2022/11/28/22:55:17.747381,"(6, 12, 10, 14, 1, -1, -1, 1)"
2022/11/28/22:55:17.756774,"(-3, -6, -12, -4, -2, -3, -3, -2)"
2022/11/28/22:55:17.756798,"(-4, 1, -1, -3, -5, -5, 0, -1)"
2022/11/28/22:55:17.771514,"(-3, -3, 4, 3, 1, 1, 1, -3)"
2022/11/28/22:55:17.771527,"(3, -7, 2, -10, 0, 3, -1, -1)"
2022/11/28/22:55:17.773562,"(2, 3, -2, 3, 0, 2, 0, 2)"
2022/11/28/22:55:17.773585,"(-2, 2, -1, 1, 2, 0, -1, -1)"
2022/11/28/22:55:17.794209,"(-2, -3, -8, -3, -4, -3, -3, -1)"
2022/11/28/22:55:17.794224,"(4, 4, -2, -6, 0, -3, 2, 0)"
2022/11/28/22:55:17.795821,"(-1, -1, 2, 3, -2, 2, 1, 1)"
2022/11/28/22:55:17.795846,"(-1, 1, 3, 5, 0, 2, -2, -3)"
2022/11/28/22:55:17.807328,"(-6, -1, 5, 7, 0, -5, -1, -4)"
2022/11/28/22:55:17.807343,"(-7, -9, -5, 0, 3, -1, -1, -3)"
2022/11/28/22:55:17.816761,"(4, 7, 3, -7, 1, 0, -2, 0)"
2022/11/28/22:55:17.816774,"(-1, -7, -6, -5, -1, 0, 0, -1)"
2022/11/28/22:55:17.831481,"(4, 0, 4, 1, -4, 0, -1, 1)"
2022/11/28/22:55:17.831666,"(-2, -3, -4, -4, -2, 1, -2, -4)"
2022/11/28/22:55:17.833660,"(-15, -2, -2, -17, -7, -7, -3, -4)"
2022/11/28/22:55:17.833682,"(-3, 0, -9, -5, -6, -4, 1, -1)"
2022/11/28/22:55:17.854271,"(-2, -4, 1, 0, -3, -4, -1, -2)"
2022/11/28/22:55:17.854291,"(2, -6, 1, 19, 2, 6, -1, -3)"
2022/11/28/22:55:17.856003,"(7, 4, 4, 15, 8, 0, 0, 2)"
2022/11/28/22:55:17.856023,"(-1, 3, 1, 0, -3, -2, 0, 0)"
2022/11/28/22:55:17.867582,"(-5, 0, 0, -6, 3, -2, -1, -2)"
2022/11/28/22:55:17.867603,"(5, 0, 1, -4, 1, 1, 1, 1)"
2022/11/28/22:55:17.876432,"(-2, -6, -4, -3, -1, 3, 0, -2)"
2022/11/28/22:55:17.876451,"(3, 1, 0, -4, 1, 1, -1, -1)"
2022/11/28/22:55:17.892036,"(0, 0, 0, -2, -2, 1, -1, -1)"
2022/11/28/22:55:17.892051,"(-6, 1, -5, -8, -6, -6, -3, -1)"
2022/11/28/22:55:17.893770,"(-6, -6, 1, -3, -4, -3, -1, -2)"
2022/11/28/22:55:17.893786,"(0, -3, -4, -4, -1, -1, -3, 1)"
2022/11/28/22:55:17.914057,"(-2, -9, -5, -1, -1, 0, 0, 0)"
2022/11/28/22:55:17.914089,"(2, 3, 0, 1, -2, -1, 0, 0)"
2022/11/28/22:55:17.916132,"(-1, -2, -2, 1, -2, -2, -2, -1)"
2022/11/28/22:55:17.916139,"(2, 1, 5, 0, -1, 0, 0, 0)"
2022/11/28/22:55:17.927259,"(-1, -1, 1, 0, 0, 2, 0, -4)"
2022/11/28/22:55:17.927263,"(-3, 0, -1, -1, 0, 0, -3, -3)"
2022/11/28/22:55:17.937405,"(1, -3, -1, 1, -2, 0, -1, -1)"
2022/11/28/22:55:17.937420,"(1, 1, 1, 0, 1, 0, -1, 0)"
2022/11/28/22:55:17.951436,"(-4, -1, 0, -3, -3, -2, -1, -3)"
2022/11/28/22:55:17.951510,"(0, -2, 2, -1, 3, 1, 0, 2)"
2022/11/28/22:55:17.953257,"(7, 5, 0, 1, 2, 3, 1, 2)"
2022/11/28/22:55:17.953277,"(-9, -4, -5, -2, -3, -5, -4, -5)"
2022/11/28/22:55:17.973911,"(4, 5, -1, -2, -3, 0, -1, 2)"
2022/11/28/22:55:17.974108,"(-2, -1, -2, -5, -4, -4, -2, 0)"
2022/11/28/22:55:17.975851,"(1, 3, 5, 5, 2, 3, 1, 1)"
2022/11/28/22:55:17.975874,"(1, -1, 0, 4, 4, 2, 0, -1)"
2022/11/28/22:55:17.987468,"(-4, 0, 0, -3, -4, -4, -2, -3)"
2022/11/28/22:55:17.987494,"(-2, -5, -1, -3, -5, -6, 0, -1)"
2022/11/28/22:55:17.996620,"(7, -1, -4, -1, 0, 1, 1, 3)"
2022/11/28/22:55:17.996644,"(-4, 3, -1, 0, 1, 1, -2, -4)"
2022/11/28/22:55:18.011535,"(-1, -2, 1, -2, -2, -1, -1, 1)"
2022/11/28/22:55:18.012005,"(-1, 5, 1, 0, 1, -1, -2, -2)"
2022/11/28/22:55:18.013515,"(-3, -3, -2, -4, -1, -1, -2, -3)"
2022/11/28/22:55:18.013532,"(3, -3, -4, 1, -1, -2, 1, 2)"
2022/11/28/22:55:18.033805,"(-3, -1, -7, -2, 2, 2, -1, 1)"
2022/11/28/22:55:18.033825,"(0, -1, 0, -2, 0, 0, -2, -1)"
2022/11/28/22:55:18.035862,"(3, 1, 0, 2, 1, 0, 0, 1)"
2022/11/28/22:55:18.035878,"(-11, -9, 0, -1, -2, -1, -3, -3)"
2022/11/28/22:55:18.047398,"(-2, 3, -3, -1, -4, -4, -1, -2)"
2022/11/28/22:55:18.047404,"(-2, 1, -1, -5, 0, 4, 0, -1)"
2022/11/28/22:55:18.056745,"(-2, -1, 3, 0, -3, -2, -4, -2)"
2022/11/28/22:55:18.056756,"(-1, -2, -1, -5, -3, -1, 1, -2)"
2022/11/28/22:55:18.071321,"(4, -5, -1, 2, -2, -2, -1, 0)"
2022/11/28/22:55:18.071568,"(-1, 1, -3, -1, 0, -1, -2, -3)"
2022/11/28/22:55:18.073525,"(-7, -2, -3, -4, -1, -3, -1, -3)"
2022/11/28/22:55:18.073545,"(3, -1, -2, -1, -2, -2, 0, -1)"
2022/11/28/22:55:18.094065,"(1, -2, -2, 0, 1, 0, 1, 1)"
2022/11/28/22:55:18.094093,"(-2, -3, -2, 0, -1, -1, -1, 2)"
2022/11/28/22:55:18.096009,"(0, 0, -4, -2, 1, 1, -2, -1)"
2022/11/28/22:55:18.096022,"(1, 2, 4, 0, -2, -3, -3, 0)"
2022/11/28/22:55:18.107919,"(-1, 4, -3, 0, 5, 1, 1, -2)"
2022/11/28/22:55:18.107940,"(1, -1, -2, 2, -2, -3, 1, -1)"
2022/11/28/22:55:18.117143,"(-8, -13, -2, -3, -4, -4, -1, -3)"
2022/11/28/22:55:18.117170,"(3, 8, -3, -11, 0, 1, 0, 1)"
2022/11/28/22:55:18.131094,"(-3, -6, 2, 3, -4, 1, -2, -1)"
2022/11/28/22:55:18.131112,"(3, 3, -5, 11, 8, 2, 1, 1)"
2022/11/28/22:55:18.132639,"(-1, -2, -1, 3, -3, 0, -1, -2)"
2022/11/28/22:55:18.132648,"(-2, -6, 2, -2, -5, -4, -2, -2)"
2022/11/28/22:55:18.154211,"(3, -1, 0, -10, -2, 0, -1, 0)"
2022/11/28/22:55:18.154229,"(-7, -5, -8, -11, -5, -4, -3, -2)"
2022/11/28/22:55:18.156091,"(-2, 0, -2, -3, -2, -1, -1, -2)"
2022/11/28/22:55:18.156104,"(-2, -5, -3, 4, 2, 1, -1, 0)"
2022/11/28/22:55:18.167494,"(1, 2, 2, 3, 1, 1, 0, 2)"
2022/11/28/22:55:18.167518,"(0, -3, 2, -4, -3, -3, -2, -2)"
2022/11/28/22:55:18.176877,"(2, 5, 0, -5, 0, -3, 0, 1)"
2022/11/28/22:55:18.176891,"(-4, -5, 5, 24, 4, 0, -3, -3)"
2022/11/28/22:55:18.191164,"(3, 3, -6, 2, 7, 2, 3, 3)"
2022/11/28/22:55:18.191267,"(-5, 0, 4, -5, -7, -5, 0, -2)"
2022/11/28/22:55:18.197354,"(3, -5, -6, -23, 3, 2, -2, 1)"
2022/11/28/22:55:18.197380,"(0, 8, 6, 2, -6, -3, -3, -2)"
2022/11/28/22:55:18.213968,"(-3, -4, 5, 21, 1, -1, -1, -2)"
2022/11/28/22:55:18.213982,"(1, -6, -8, 1, -2, -2, -1, 0)"
2022/11/28/22:55:18.216203,"(0, -3, -5, -14, -1, 0, 2, -1)"
2022/11/28/22:55:18.216226,"(0, -1, -4, -17, -7, -3, -2, 1)"
2022/11/28/22:55:18.236918,"(2, 5, -5, 4, 2, 1, -3, 0)"
2022/11/28/22:55:18.236948,"(-3, -3, 9, 11, 3, 1, 0, -4)"
2022/11/28/22:55:18.238655,"(-5, -3, 5, 9, 1, -1, -1, -3)"
2022/11/28/22:55:18.238677,"(2, 7, -8, -6, 1, 0, 3, 1)"
2022/11/28/22:55:18.250940,"(-3, -8, -4, -15, -9, -6, -3, -3)"
2022/11/28/22:55:18.252460,"(7, 6, -4, -3, 1, 3, 1, 1)"
2022/11/28/22:55:18.257402,"(-13, -12, -3, 6, -3, -3, -2, -4)"
2022/11/28/22:55:18.257415,"(6, 4, 0, -11, -2, 2, 2, 2)"
2022/11/28/22:55:18.274168,"(-4, 2, -3, 16, -3, -4, -3, -3)"
2022/11/28/22:55:18.274248,"(-4, 2, 7, -5, 2, 3, -2, -1)"
2022/11/28/22:55:18.276407,"(-1, 4, 2, 5, -1, -1, 0, 0)"
2022/11/28/22:55:18.276416,"(-4, -9, -13, -5, -1, -2, -1, -1)"
2022/11/28/22:55:18.296844,"(1, -3, 2, -8, -1, 0, -1, -2)"
2022/11/28/22:55:18.296972,"(1, -4, 0, 3, 1, -2, 0, 0)"
2022/11/28/22:55:18.298824,"(5, 4, 4, 3, 0, 0, 0, 1)"
2022/11/28/22:55:18.298854,"(-5, 6, -2, -4, -2, -6, -2, -4)"
2022/11/28/22:55:18.310649,"(-1, -6, -8, -11, -3, -2, 1, -2)"
2022/11/28/22:55:18.310674,"(3, 5, 2, 3, 0, 1, 1, -1)"
2022/11/28/22:55:18.317539,"(4, 2, 4, 8, 0, 1, 0, 3)"
2022/11/28/22:55:18.317565,"(3, -5, 3, 5, 4, 3, -1, 1)"
2022/11/28/22:55:18.334067,"(-5, 0, -3, -4, -4, -5, -4, -4)"
2022/11/28/22:55:18.334077,"(-1, -1, -4, -6, -1, -1, -1, 0)"
2022/11/28/22:55:18.335908,"(2, 5, 2, 2, 0, -1, -2, -2)"
2022/11/28/22:55:18.335914,"(-7, -9, -5, -2, -3, -2, -1, -2)"
2022/11/28/22:55:18.356539,"(-2, -4, 4, -3, -2, -1, -3, -2)"
2022/11/28/22:55:18.356576,"(2, -5, -4, -3, 2, 2, 1, 1)"
2022/11/28/22:55:18.358320,"(5, 3, -1, 4, 3, 3, 2, 0)"
2022/11/28/22:55:18.358330,"(-8, 2, 6, 2, -1, -4, -3, -4)"
2022/11/28/22:55:18.372146,"(0, 1, -7, -5, -3, -2, 1, 0)"
2022/11/28/22:55:18.372168,"(-4, -7, -6, 0, -2, -1, -3, 0)"
2022/11/28/22:55:18.377386,"(0, 1, 0, 2, 1, 0, -1, -1)"
2022/11/28/22:55:18.377402,"(-2, -2, 1, -2, -1, 0, -1, 0)"
2022/11/28/22:55:18.394186,"(-1, 3, 5, -1, 0, 1, 0, -1)"
2022/11/28/22:55:18.394211,"(-5, -6, 0, 2, 2, 2, 0, -1)"
2022/11/28/22:55:18.395947,"(-2, 0, -4, -5, -5, -5, -2, -2)"
2022/11/28/22:55:18.395955,"(3, -5, -2, -1, -2, 1, 0, 0)"
2022/11/28/22:55:18.416678,"(-1, -5, 3, 2, 5, 1, -2, -1)"
2022/11/28/22:55:18.416702,"(-3, 3, -2, -1, -3, -2, -1, -4)"
2022/11/28/22:55:18.418370,"(-5, -3, -3, -3, -1, -2, -1, -2)"
2022/11/28/22:55:18.418382,"(-3, -2, -1, -4, -3, -2, -2, -2)"
2022/11/28/22:55:18.431099,"(3, 1, -2, -2, 0, 1, 0, 1)"
2022/11/28/22:55:18.431175,"(-1, 0, 4, 0, 0, -1, 0, 0)"
2022/11/28/22:55:18.437311,"(-11, -7, -8, -3, -2, -4, -3, -4)"
2022/11/28/22:55:18.437324,"(5, 1, 5, 1, 3, 3, -2, 3)"
2022/11/28/22:55:18.454130,"(-3, -1, 0, 0, -2, -4, -3, -2)"
2022/11/28/22:55:18.454142,"(-1, 0, -2, -1, -3, -3, 0, 0)"
2022/11/28/22:55:18.455741,"(-2, 4, 1, -1, -4, -2, 0, -1)"
2022/11/28/22:55:18.455753,"(-1, -3, -2, 1, 0, 0, 0, -1)"
2022/11/28/22:55:18.476373,"(-2, -2, 0, 1, 3, 3, 0, 0)"
2022/11/28/22:55:18.476515,"(4, 1, 0, 2, 2, 1, -1, 1)"
2022/11/28/22:55:18.478179,"(-1, -1, -5, -3, -2, -2, -4, -3)"
2022/11/28/22:55:18.478191,"(0, 1, -3, -2, -1, 0, 1, -1)"
2022/11/28/22:55:18.490572,"(1, 0, 5, 5, 3, 0, -1, 2)"
2022/11/28/22:55:18.490647,"(0, -4, 0, -2, -4, -2, -2, 1)"
2022/11/28/22:55:18.497309,"(-3, 2, -5, 0, -1, -1, 1, -2)"
2022/11/28/22:55:18.497320,"(-1, -5, -5, -5, -1, -1, -2, -6)"
2022/11/28/22:55:18.514405,"(1, 2, -4, -3, -1, -2, 0, -2)"
2022/11/28/22:55:18.516073,"(-6, 4, 2, -1, 0, -2, 0, -2)"
2022/11/28/22:55:18.516553,"(-2, -1, 6, 0, -3, -2, 1, 0)"
2022/11/28/22:55:18.516565,"(1, -1, -6, 1, 1, 1, 0, 1)"
2022/11/28/22:55:18.536804,"(-1, -6, -5, -3, -1, 1, 1, -1)"
2022/11/28/22:55:18.536820,"(0, 0, 0, -5, -3, -3, -2, 0)"
2022/11/28/22:55:18.538584,"(3, 2, -1, 5, 3, -1, 1, 3)"
2022/11/28/22:55:18.538597,"(-6, 1, 3, -2, -2, -3, -3, -4)"
2022/11/28/22:55:18.550028,"(2, -4, 1, -1, -1, 2, 1, -1)"
2022/11/28/22:55:18.550045,"(-1, 2, -3, -5, -5, 0, -2, -1)"
2022/11/28/22:55:18.559597,"(-8, 4, -3, -5, -2, -5, -4, -1)"
2022/11/28/22:55:18.559611,"(4, 3, 2, 11, 5, 0, 3, 3)"
2022/11/28/22:55:18.574105,"(-2, -3, -8, -4, -2, 0, -1, -1)"
2022/11/28/22:55:18.574312,"(0, -7, -4, -7, -1, -2, -2, -1)"
2022/11/28/22:55:18.575994,"(5, -8, -3, 1, 1, 1, -1, 1)"
2022/11/28/22:55:18.576007,"(-3, 8, 2, 1, -1, -1, -1, 0)"
2022/11/28/22:55:18.596692,"(-11, 0, 0, -9, -9, -10, -2, -6)"
2022/11/28/22:55:18.596710,"(2, -2, -2, 3, 1, 0, 0, -2)"
2022/11/28/22:55:18.598553,"(-1, -3, 0, 0, -2, 0, -1, -2)"
2022/11/28/22:55:18.598568,"(-2, -9, -1, -1, 3, 5, 0, -1)"
2022/11/28/22:55:18.609942,"(9, 7, -6, 3, 4, 1, 2, 5)"
2022/11/28/22:55:18.609971,"(-9, -4, -5, -4, -6, -6, -2, -3)"
2022/11/28/22:55:18.619620,"(1, 0, 4, 1, 1, -1, -1, -1)"
2022/11/28/22:55:18.619649,"(-4, -2, -3, -2, -1, -2, 0, -2)"
2022/11/28/22:55:18.633940,"(-2, -1, 2, 3, 3, 3, 0, 0)"
2022/11/28/22:55:18.633966,"(0, -9, 1, -5, -1, 1, -2, -2)"
2022/11/28/22:55:18.635971,"(2, 2, -10, 3, -2, 0, 1, 0)"
2022/11/28/22:55:18.635996,"(0, -1, 4, -1, -2, -1, -1, 0)"
2022/11/28/22:55:18.656448,"(-4, 2, 2, -3, -2, -4, -3, 0)"
2022/11/28/22:55:18.656464,"(-3, -3, -5, -1, 1, -1, 0, -3)"
2022/11/28/22:55:18.658301,"(-1, -8, 4, -5, -1, 3, 0, -4)"
2022/11/28/22:55:18.658316,"(4, -2, -7, 2, 0, -2, 2, 2)"
2022/11/28/22:55:18.671123,"(-1, -1, 0, -6, -7, -7, -3, -4)"
2022/11/28/22:55:18.671384,"(1, 2, 1, 2, 0, -2, 1, 1)"
2022/11/28/22:55:18.677372,"(2, -3, -4, -2, 0, 1, -1, 0)"
2022/11/28/22:55:18.677391,"(-1, -3, -2, -1, 2, 0, 0, -2)"
2022/11/28/22:55:18.694169,"(-3, 2, 7, 1, -1, 0, -3, -2)"
2022/11/28/22:55:18.694183,"(-4, 2, -4, -8, -7, -8, -2, -1)"
2022/11/28/22:55:18.696041,"(-1, -4, 4, 8, 7, 5, 3, 2)"
2022/11/28/22:55:18.696063,"(4, -12, -2, 2, -1, 0, -2, 0)"
2022/11/28/22:55:18.716902,"(2, 9, 1, 1, 1, 1, -1, -1)"
2022/11/28/22:55:18.716922,"(-6, 8, -6, -10, -4, -4, -1, -4)"
2022/11/28/22:55:18.718792,"(-3, -2, 0, -5, -5, -4, -2, -2)"
2022/11/28/22:55:18.718807,"(3, -1, -3, -1, -2, 0, -1, 1)"
2022/11/28/22:55:18.730748,"(3, -8, 0, 3, 4, 4, 0, 2)"
2022/11/28/22:55:18.730767,"(0, 0, -1, 6, 4, 1, -2, 1)"
2022/11/28/22:55:18.737471,"(-4, 3, -2, -5, -2, -4, -2, -2)"
2022/11/28/22:55:18.737491,"(-6, -2, 0, -5, -4, -4, -3, -3)"
2022/11/28/22:55:18.753884,"(-1, -2, -3, -2, -2, 0, 0, 0)"
2022/11/28/22:55:18.753914,"(3, 2, 5, 5, 1, 3, -1, 2)"
2022/11/28/22:55:18.755898,"(-3, 3, -1, -4, -2, -3, -1, 2)"
2022/11/28/22:55:18.755909,"(1, 3, 0, -3, -4, -1, -1, 0)"
2022/11/28/22:55:18.776556,"(-3, -2, 2, -6, -1, -2, 0, 0)"
2022/11/28/22:55:18.776579,"(-1, -8, -9, 3, 0, 2, -1, -1)"
2022/11/28/22:55:18.778482,"(-3, 2, 9, 6, -3, -3, -3, -2)"
2022/11/28/22:55:18.778508,"(-3, 6, -5, -4, -2, -4, -1, -3)"
2022/11/28/22:55:18.789957,"(-1, -2, -1, -2, -3, -2, 2, 0)"
2022/11/28/22:55:18.789972,"(1, -6, -4, -2, 0, 2, 1, -2)"
2022/11/28/22:55:18.799865,"(3, -2, -2, 1, 3, 3, -2, 1)"
2022/11/28/22:55:18.799880,"(-8, 1, 2, -7, -4, -8, -5, -4)"
2022/11/28/22:55:18.814243,"(-1, -4, -3, 2, 1, 2, 2, 1)"
2022/11/28/22:55:18.814256,"(0, -2, 2, 4, 3, 0, -1, -1)"
2022/11/28/22:55:18.816302,"(1, -4, -4, -2, -1, 0, -2, -1)"
2022/11/28/22:55:18.816346,"(1, -2, 3, 1, -2, 3, -1, -1)"
2022/11/28/22:55:18.837054,"(-1, 5, -3, -3, -4, -4, -2, -2)"
2022/11/28/22:55:18.837068,"(0, 1, 0, 3, 2, 0, 2, 1)"
2022/11/28/22:55:18.839052,"(-1, 3, -2, -2, 0, -1, 1, 0)"
2022/11/28/22:55:18.839065,"(-5, -12, -4, -2, -3, -3, -2, -3)"
2022/11/28/22:55:18.850027,"(-1, 3, 4, 1, 0, -1, -3, -2)"
2022/11/28/22:55:18.850064,"(-2, -2, -3, -5, -4, -2, -2, -1)"
2022/11/28/22:55:18.859345,"(1, -3, -1, 1, 0, 2, 0, 0)"
2022/11/28/22:55:18.859369,"(-1, 0, 1, 0, 2, 2, 1, 1)"
2022/11/28/22:55:18.874147,"(-1, -4, -6, -1, -2, -2, -2, -3)"
2022/11/28/22:55:18.874189,"(-1, -1, -1, -1, -4, -1, -1, 1)"
2022/11/28/22:55:18.876223,"(4, -3, 0, -1, -1, -1, 1, 0)"
2022/11/28/22:55:18.876236,"(4, 4, 1, 5, 3, 2, 1, 3)"
2022/11/28/22:55:18.896493,"(-5, -2, -4, -3, -1, -2, -1, -2)"
2022/11/28/22:55:18.896524,"(-5, -3, 3, 0, -3, -4, -3, -4)"
2022/11/28/22:55:18.898130,"(-4, -6, -6, -4, -3, -3, -1, -2)"
2022/11/28/22:55:18.898146,"(4, 2, -1, 2, 2, 2, 1, 2)"
2022/11/28/22:55:18.910164,"(0, -2, 3, 1, -2, -1, -1, -3)"
2022/11/28/22:55:18.910179,"(-4, 0, 0, -3, -2, -1, -1, -2)"
2022/11/28/22:55:18.919196,"(3, 7, -1, -2, -1, -2, -2, 0)"
2022/11/28/22:55:18.919208,"(-6, -9, -3, -3, -1, -1, -3, 0)"
2022/11/28/22:55:18.933667,"(6, -4, -2, 0, 0, 0, 1, 2)"
2022/11/28/22:55:18.933780,"(2, 8, 1, 1, 0, 0, -3, -4)"
2022/11/28/22:55:18.935590,"(-6, -14, -5, -3, -5, -4, 0, 1)"
2022/11/28/22:55:18.935611,"(-9, 2, 0, 4, 1, 0, 1, 0)"
2022/11/28/22:55:18.956522,"(17, -2, 1, -1, -1, -1, -3, 0)"
